phewas_string,x,y,p_values,odds_ratios,snps,cluster
Inflammation of eyelids,2,11,"[0.02058, 0.04546, 0.03358]","[0.474, 1.48, 1.361]","['A_2501', 'DPB1_0601', 'DRB1_0404']",3
Inflammatory diseases of prostate,1,8,"[0.0007193, 0.03365, 0.01558, 0.04589, 0.04521, 0.008793, 0.009976, 0.01961, 0.0107]","[0.426, 0.703, 1.321, 0.504, 1.301, 0.304, 1.372, 0.346, 1.365]","['B_3501', 'C_0401', 'DQA1_0102', 'DQA1_0401', 'DQB1_0302', 'DQB1_0402', 'DQB1_0602', 'DRB1_0801', 'DRB1_1501']",3
Influenza,1,11,"[0.04579, 0.01513, 0.0122]","[0.764, 0.471, 2.19]","['DPB1_0401', 'DQB1_0303', 'DRB1_0407']",3
Insect bite,2,8,"[0.004191, 0.002163, 0.04116, 0.002741]","[2.33, 2.238, 1.456, 0.579]","['B_1402', 'C_0802', 'DPA1_0103', 'DPB1_0401']",3
Intestinal malabsorption (non-celiac),2,10,"[0.02495, 0.02246, 0.0424, 0.02616, 0.04121, 0.02592, 0.03247, 0.04242]","[1.474, 0.603, 2.359, 1.616, 1.729, 0.652, 2.318, 1.639]","['A_0101', 'A_0301', 'B_1401', 'B_1501', 'B_5701', 'DQA1_0102', 'DRB1_0103', 'DRB1_0404']",3
Iron deficiency anemia secondary to blood loss (chronic),1,9,"[0.02887, 0.03072, 0.01282, 0.02764, 0.004425, 0.03448, 0.00917]","[0.678, 1.76, 0.709, 0.277, 1.348, 1.463, 1.282]","['B_3501', 'B_4002', 'C_0401', 'C_1402', 'DPB1_0201', 'DQA1_0401', 'DQA1_0501']",3
Iron deficiency anemias,1,9,"[0.01972, 0.0326, 0.04858, 0.007663, 0.03243, 0.03781, 0.001406, 0.04665, 0.0008442, 0.04819]","[0.861, 0.853, 0.878, 1.158, 1.129, 0.875, 1.612, 0.877, 1.631, 0.704]","['B_0702', 'C_0401', 'DQA1_0201', 'DQA1_0501', 'DQB1_0301', 'DQB1_0602', 'DRB1_0103', 'DRB1_0701', 'DRB1_1201', 'DRB1_1401']",3
"Iron deficiency anemias, unspecified or not due to blood loss",1,9,"[0.0413, 0.01756, 0.01828, 0.009603, 0.01243, 0.0003767, 0.0176, 0.0102]","[0.862, 0.646, 0.836, 1.176, 0.805, 1.781, 0.835, 1.548]","['B_0702', 'B_1302', 'DQA1_0201', 'DQA1_0501', 'DQB1_0202', 'DRB1_0103', 'DRB1_0701', 'DRB1_1201']",3
Joint effusions,2,11,"[0.02881, 0.01915, 0.0213, 0.03812]","[1.596, 0.731, 0.1, 0.763]","['DPB1_0601', 'DQB1_0602', 'DRB1_0901', 'DRB1_1501']",3
Keratitis,3,11,"[0.005297, 0.036, 0.0324]","[1.715, 1.519, 0.339]","['B_5501', 'DPB1_0501', 'DPB1_1401']",3
Kyphosis (acquired),2,8,"[0.0005528, 0.01681, 0.01275, 0.003792, 0.007339, 0.0008388, 0.007037, 0.02211, 0.0221]","[2.807, 0.246, 2.053, 0.321, 2.169, 2.92, 2.464, 1.612, 1.612]","['B_1402', 'B_3501', 'B_5701', 'C_0401', 'C_0802', 'C_1502', 'DPB1_0501', 'DQA1_0201', 'DRB1_0701']",3
Lack of coordination,1,7,"[0.0009904, 0.03104, 0.003634, 0.01409, 0.02395, 0.02052, 0.0194, 0.0004494, 0.01611, 0.03976, 0.01285, 0.0048, 0.001453, 2.455e-06, 0.03044, 0.02258, 0.01588, 2.092e-06]","[0.74, 1.614, 0.685, 0.641, 0.752, 1.252, 0.611, 1.378, 0.762, 0.82, 1.282, 0.687, 0.723, 1.57, 0.615, 1.257, 0.761, 1.569]","['A_0201', 'B_3503', 'B_4402', 'B_4403', 'C_0501', 'C_0702', 'C_1601', 'DQA1_0102', 'DQA1_0201', 'DQA1_0301', 'DQB1_0201', 'DQB1_0202', 'DQB1_0301', 'DQB1_0602', 'DQB1_0604', 'DRB1_0301', 'DRB1_0701', 'DRB1_1501']",3
Lymphosarcoma,1,7,"[0.008081, 0.01903, 0.005597, 0.03067, 0.04633, 0.03122]","[1.528, 0.465, 1.548, 1.394, 1.647, 2.103]","['B_0702', 'C_0303', 'C_0702', 'DQA1_0102', 'DQB1_0604', 'DRB1_1201']",3
"Malignant neoplasm, other",3,9,"[0.04529, 0.02534, 0.03175]","[1.175, 1.196, 0.786]","['B_4402', 'C_0501', 'DQA1_0103']",3
Mastodynia,3,9,"[0.04481, 0.02716, 0.02333, 0.007776, 0.03554, 0.02203, 0.0005233]","[0.239, 0.585, 1.784, 1.662, 1.508, 0.262, 2.787]","['A_3101', 'B_0801', 'B_1801', 'B_4402', 'C_0501', 'C_1601', 'DPB1_1301']",3
Megaloblastic anemia,0,9,"[0.04039, 0.02703, 0.04795, 0.02811, 0.03995, 0.01756, 0.03318, 0.009754, 0.02061, 0.02355, 0.04346, 0.02712, 0.03761]","[1.348, 1.328, 0.637, 1.341, 0.231, 0.3, 1.681, 1.328, 0.433, 1.305, 0.68, 0.326, 1.276]","['B_1501', 'B_4402', 'B_5101', 'C_0304', 'C_1402', 'DPB1_1001', 'DPB1_1301', 'DQA1_0102', 'DQB1_0503', 'DQB1_0602', 'DQB1_0603', 'DRB1_1401', 'DRB1_1501']",3
Melanomas of skin,0,6,"[0.01189, 0.02019, 0.02458, 0.04033, 0.03498, 0.005674, 0.00771, 0.04107]","[1.466, 1.18, 1.457, 0.546, 1.16, 0.802, 0.808, 0.791]","['A_2301', 'B_0702', 'B_3701', 'B_3901', 'C_0702', 'DQB1_0201', 'DRB1_0301', 'DRB1_1301']",3
"Melanomas of skin, dx or hx",0,6,"[0.02168, 0.02299, 0.02742, 0.04301, 0.04792, 0.04122, 0.003525, 0.003254, 0.02501]","[1.396, 1.164, 1.419, 0.816, 1.241, 1.144, 0.804, 0.802, 0.786]","['A_2301', 'B_0702', 'B_3701', 'B_4001', 'B_5701', 'C_0702', 'DQB1_0201', 'DRB1_0301', 'DRB1_1301']",3
Meniere's disease,2,11,"[0.04354, 0.01792, 0.0172]","[2.032, 0.576, 2.15]","['DPB1_0601', 'DQB1_0301', 'DQB1_0402']",3
Microscopic hematuria,1,12,"[0.03798, 0.01276]","[1.667, 2.374]","['C_1601', 'DPB1_1401']",3
Migrain with aura,4,9,"[0.04479, 0.04279, 0.01717]","[0.696, 1.724, 1.609]","['A_0201', 'B_1801', 'C_0501']",3
Multiple sclerosis,0,7,"[0.0003167, 0.01575, 3.019e-06, 0.003611, 0.0129, 4.705e-05, 0.01434, 0.002323, 6.321e-16, 0.03497, 0.01632, 0.000906, 0.01987, 0.01441, 4.425e-25, 0.01907, 0.006571, 0.01113, 0.03461, 8.032e-24]","[0.643, 1.362, 1.783, 0.589, 0.429, 1.654, 0.681, 0.627, 2.672, 0.726, 0.731, 0.63, 0.538, 0.673, 3.475, 0.451, 0.611, 0.655, 0.725, 3.357]","['A_0201', 'A_0301', 'B_0702', 'B_4402', 'B_5701', 'C_0702', 'DPB1_0201', 'DQA1_0101', 'DQA1_0102', 'DQA1_0201', 'DQA1_0301', 'DQB1_0301', 'DQB1_0303', 'DQB1_0501', 'DQB1_0602', 'DQB1_0604', 'DRB1_0101', 'DRB1_0401', 'DRB1_0701', 'DRB1_1501']",3
Muscle weakness,1,6,"[0.00951, 0.01613, 0.0386, 0.004165]","[1.541, 1.287, 1.485, 1.62]","['B_3503', 'DQB1_0303', 'DQB1_0502', 'DRB1_0901']",3
Muscular wasting and disuse atrophy,1,6,"[0.02367, 0.02233]","[1.698, 2.896]","['DQA1_0501', 'DRB1_1201']",3
Myalgia and myositis unspecified,1,6,"[0.03995, 0.02986, 0.03491, 0.01502, 0.0234, 0.03771, 0.003752]","[0.869, 0.612, 1.137, 0.832, 1.379, 1.154, 0.588]","['A_0301', 'B_3801', 'DPA1_0103', 'DPB1_0402', 'DPB1_1301', 'DQB1_0302', 'DRB1_1104']",3
Myoclonus,2,10,"[0.01041, 0.02697, 0.03066]","[1.803, 1.707, 2.73]","['A_0101', 'B_0801', 'DRB1_1201']",3
Nasal polyps,0,11,"[0.02984, 0.03338, 0.04884, 0.00424]","[2.072, 0.219, 1.993, 2.413]","['A_2601', 'C_0202', 'DPB1_1101', 'DQB1_0503']",3
Nausea and vomiting,1,6,[0.02064],[0.777],['B_3801'],3
"Neuralgia, neuritis, and radiculitis NOS",1,6,"[0.006677, 0.005156, 0.02174, 0.008504]","[1.388, 0.735, 1.462, 0.731]","['DPB1_0101', 'DQB1_0501', 'DQB1_0503', 'DRB1_0101']",3
Neutropenia,1,10,"[0.03958, 0.008116]","[1.174, 0.815]","['A_2402', 'DPB1_0301']",3
Non-autoimmune hemolytic anemias,0,9,"[0.02663, 0.00418, 0.04897, 0.03912, 0.04585, 0.04842]","[2.148, 2.031, 0.493, 2.929, 1.67, 0.492]","['A_2902', 'DQA1_0102', 'DQA1_0201', 'DQB1_0502', 'DQB1_0602', 'DRB1_0701']",3
Noninfectious disorders of lymphatic channels,3,11,"[0.04553, 0.01934, 0.02487, 0.02512]","[0.754, 0.601, 0.67, 1.668]","['A_0301', 'B_4001', 'C_0304', 'DPB1_0501']",3
"Noninflammatory disorders of ovary, fallopian tube, and broad ligament",0,10,"[0.03124, 0.01896, 0.006509, 0.03007, 0.02094, 0.006144, 0.01619, 0.04421, 0.03466, 0.04804]","[0.502, 0.391, 3.582, 3.086, 0.466, 2.503, 2.821, 0.485, 2.016, 0.491]","['A_0101', 'B_0801', 'B_3901', 'B_4002', 'C_0701', 'C_1203', 'DPB1_1301', 'DQB1_0201', 'DQB1_0303', 'DRB1_0301']",3
Nonspecific findings on examination of blood,1,6,[0.03778],[0.687],['DPB1_0401'],3
Nontoxic uninodular goiter,4,7,"[0.03884, 0.02792, 0.01955, 0.04179, 0.02578, 0.04503, 0.0495]","[1.274, 1.887, 1.466, 0.582, 0.561, 0.486, 1.434]","['A_0301', 'B_1401', 'B_5101', 'B_5701', 'C_1203', 'DPB1_1101', 'DQB1_0604']",3
Obsessive-compulsive disorders,2,7,"[0.04408, 0.04252, 0.04557, 0.01347, 0.04049]","[2.251, 0.233, 1.864, 0.474, 2.029]","['B_1402', 'B_4001', 'DQA1_0103', 'DQA1_0301', 'DRB1_1302']",3
Open wound of foot except toe(s) alone,2,12,"[0.04412, 0.0312, 0.03241, 0.0244, 0.02775, 0.02484, 0.03778, 0.003822, 0.008288, 0.04949]","[0.463, 2.756, 2.379, 0.402, 0.431, 2.644, 1.744, 2.226, 2.435, 0.472]","['A_0301', 'A_2301', 'A_3101', 'B_0702', 'C_0702', 'DPB1_0601', 'DQA1_0301', 'DQB1_0302', 'DRB1_0404', 'DRB1_1501']",3
Open wounds of head; neck; and trunk,2,11,"[0.006956, 0.03614, 0.01977, 0.00464, 0.0001286, 0.02716, 0.02369]","[1.704, 1.394, 1.268, 1.253, 1.701, 0.569, 1.288]","['B_4002', 'B_5501', 'C_0303', 'DPB1_0201', 'DPB1_0601', 'DPB1_1301', 'DRB1_0404']",3
Optic neuritis/neuropathy,1,8,"[0.01453, 0.0005502, 1.841e-05, 0.04775, 0.0001124]","[0.544, 1.833, 2.145, 0.485, 1.993]","['DPB1_0201', 'DQA1_0102', 'DQB1_0602', 'DQB1_0603', 'DRB1_1501']",3
Organic or persistent insomnia,0,7,"[0.0007696, 0.001131, 0.02329, 0.01348, 0.001737, 0.04859, 0.03169, 0.005668, 0.00444]","[2.246, 2.183, 1.761, 0.348, 2.111, 0.598, 0.535, 1.964, 1.994]","['B_0702', 'C_0702', 'DPB1_0201', 'DPB1_0301', 'DQA1_0102', 'DQA1_0501', 'DQB1_0301', 'DQB1_0602', 'DRB1_1501']",3
Osteopenia or other disorder of bone and cartilage,4,7,"[0.04692, 0.03911, 0.02846, 0.03579]","[0.891, 1.298, 1.141, 0.72]","['A_0301', 'C_0704', 'DQB1_0302', 'DRB1_1401']",3
Other acquired deformities of limbs,2,10,"[0.04629, 0.003556, 0.02019, 0.0424, 0.02017]","[1.424, 1.702, 0.575, 0.573, 0.575]","['A_0101', 'B_0801', 'DQA1_0201', 'DQB1_0202', 'DRB1_0701']",3
Other alveolar and parietoalveolar pneumonopathy,1,11,"[0.0178, 0.03396, 0.0285]","[0.599, 2.085, 2.135]","['DQB1_0302', 'DRB1_0407', 'DRB1_1201']",3
Other and unspecified coagulation defects,1,10,"[0.04407, 0.04715, 0.0255, 0.01941]","[1.313, 1.49, 0.731, 0.647]","['B_2705', 'B_3701', 'B_4001', 'B_5701']",3
Other anemias,1,9,"[0.0399, 0.02686, 0.03925, 0.03678, 0.01732, 0.04092]","[0.933, 1.068, 1.072, 0.803, 1.243, 1.072]","['B_0702', 'DQA1_0501', 'DQB1_0201', 'DQB1_0502', 'DRB1_0103', 'DRB1_0301']",3
Other deficiency anemia,0,9,"[0.03751, 0.03641, 0.02812, 0.01111, 0.002565, 0.03576, 0.04208, 0.008226]","[1.262, 0.346, 0.453, 1.272, 0.359, 1.239, 0.72, 0.302]","['B_4402', 'C_1402', 'DPB1_1001', 'DQA1_0102', 'DQB1_0503', 'DQB1_0602', 'DQB1_0603', 'DRB1_1401']",3
Other demyelinating diseases of central nervous system,0,7,"[0.006511, 0.005784, 5.268e-06, 0.00602, 0.04938, 4.411e-08, 0.03388, 0.03783, 4.726e-08]","[1.52, 1.52, 1.939, 0.639, 1.655, 2.244, 2.08, 0.657, 2.233]","['B_0702', 'C_0702', 'DQA1_0102', 'DQA1_0301', 'DQA1_0401', 'DQB1_0602', 'DRB1_0103', 'DRB1_0401', 'DRB1_1501']",3
Other diseases of blood and blood-forming organs,0,9,"[0.0003008, 0.006466, 0.01844, 0.02336, 0.01496, 0.04034, 0.04447, 0.04807, 0.04659]","[0.572, 0.206, 0.188, 1.398, 0.78, 0.547, 1.206, 1.22, 1.22]","['A_2402', 'B_3701', 'B_3901', 'C_0202', 'DPA1_0103', 'DPB1_0501', 'DQA1_0102', 'DQB1_0602', 'DRB1_1501']",3
Other disorders of bone and cartilage,2,7,"[0.0386, 0.01817, 0.03406, 0.04401, 0.04229, 0.03147]","[1.577, 2.305, 1.604, 0.555, 1.63, 0.533]","['A_0201', 'B_1402', 'DQA1_0101', 'DQB1_0602', 'DRB1_0101', 'DRB1_1501']",3
Other disorders of eye,3,11,"[0.03422, 0.02985, 0.02966, 0.01281, 0.02425, 0.04234]","[0.708, 0.768, 0.756, 1.328, 0.73, 1.339]","['A_3101', 'B_4403', 'B_5101', 'B_5701', 'C_1601', 'DPB1_0501']",3
Other disorders of intestine,2,10,"[0.02365, 0.04054, 0.01468]","[1.17, 1.388, 1.551]","['A_0101', 'C_0704', 'DRB1_0103']",3
Other disorders of liver,4,8,"[0.03393, 0.009829, 0.04641, 0.03656, 0.02806]","[1.532, 1.574, 1.19, 1.224, 1.236]","['C_0704', 'DPB1_0501', 'DQA1_0501', 'DQB1_0201', 'DRB1_0301']",3
Other disorders of metabolism,1,7,"[0.003264, 0.008809, 0.04991, 0.003677, 0.03946, 0.04956, 0.004913]","[1.53, 1.455, 1.313, 1.526, 0.583, 0.589, 1.504]","['B_0702', 'C_0702', 'DQA1_0102', 'DQB1_0602', 'DQB1_0603', 'DRB1_1301', 'DRB1_1501']",3
Other disorders of peritoneum,3,10,"[0.005595, 0.03715, 0.0371, 0.01665]","[1.743, 1.329, 0.706, 1.941]","['A_3101', 'B_4402', 'DRB1_0101', 'DRB1_1201']",3
Other hereditary hemolytic anemias,1,10,[0.005177],[3.75],['DRB1_0103'],3
Other pulmonary inflamation or edema,4,7,"[0.04255, 0.03253, 0.04048]","[1.266, 1.46, 1.369]","['A_0301', 'C_1203', 'DPB1_0101']",3
Other specified diseases of hair and hair follicles,3,7,"[0.02139, 0.0263, 0.02, 0.04869]","[1.919, 2.19, 1.711, 1.631]","['A_2601', 'B_3801', 'B_5101', 'C_1203']",3
Other specified disorders of breast,3,11,"[0.04162, 0.04263, 0.01953]","[1.741, 0.705, 1.74]","['B_3503', 'C_0501', 'DPB1_0501']",3
Other specified gastritis,3,8,"[0.01798, 0.01741, 0.03602, 0.01599, 0.03577, 0.002768, 0.0112, 0.01276]","[0.591, 0.398, 2.066, 1.658, 0.652, 0.591, 0.574, 0.58]","['B_0801', 'B_3501', 'B_3701', 'C_0303', 'DPA1_0201', 'DQA1_0501', 'DQB1_0201', 'DRB1_0301']",3
Other vitamin B12 deficiency anemia,0,9,"[0.03212, 0.03707, 0.01881, 0.01946, 0.03072, 0.02189, 0.04334]","[0.41, 1.63, 1.514, 1.467, 1.349, 0.262, 0.132]","['A_3201', 'A_6801', 'B_1501', 'C_0304', 'DQA1_0102', 'DQB1_0503', 'DRB1_1401']",3
Pain in joint,4,7,"[0.00925, 0.02548, 0.009345]","[0.919, 0.896, 0.787]","['A_0301', 'DQB1_0303', 'DRB1_0901']",3
Pallor and flushing,4,8,"[0.04022, 0.00278, 0.03659, 0.034, 0.02174, 0.03281, 0.04259, 0.03429, 0.04025, 0.005806]","[0.504, 2.326, 2.469, 2.244, 1.894, 2.1, 2.589, 2.701, 2.289, 2.443]","['A_0101', 'A_0201', 'A_2601', 'A_6801', 'B_4402', 'B_5101', 'C_0704', 'DPB1_1301', 'DQA1_0401', 'DRB1_0404']",3
Pancytopenia,1,10,"[0.04962, 0.01948, 0.02724]","[1.565, 0.55, 0.568]","['B_3901', 'DPB1_0501', 'DRB1_0801']",3
Paralytic ileus,3,11,"[0.02122, 0.03377, 0.02965, 0.03267]","[1.361, 0.671, 1.297, 1.529]","['B_4001', 'B_4403', 'C_0304', 'DPB1_0501']",3
Paralytic strabismus,1,11,[0.003298],[3.516],['DRB1_0407'],3
Pathologic fracture of vertebrae,2,7,"[0.009935, 0.03428, 0.04331, 0.03512, 0.006334]","[1.504, 1.731, 1.773, 0.415, 0.347]","['A_0201', 'A_6801', 'B_1402', 'B_1801', 'B_3501']",3
Periodontitis (acute or chronic),4,10,"[0.004855, 0.00222, 0.04209, 0.01314, 0.02664, 0.0003158]","[1.962, 3.364, 2.13, 1.796, 2.403, 3.838]","['A_2402', 'A_3001', 'B_1302', 'C_0602', 'DPB1_1001', 'DPB1_1701']",3
Pernicious anemia,3,9,"[0.02851, 0.003409, 0.04019, 0.03908, 0.03341, 0.04808]","[2.26, 1.651, 0.474, 1.441, 1.408, 1.359]","['B_3901', 'B_4402', 'B_5101', 'C_0501', 'C_0702', 'DQB1_0301']",3
Persistent vomiting,1,6,"[0.01817, 0.01081]","[2.164, 2.039]","['DPB1_0101', 'DRB1_0401']",3
Personality disorders,1,8,"[0.04742, 0.04539, 0.01022, 0.02224, 0.01399, 0.01013, 0.02276]","[0.242, 1.495, 0.466, 0.449, 1.671, 0.465, 1.609]","['A_2902', 'DQA1_0102', 'DQA1_0201', 'DQB1_0202', 'DQB1_0602', 'DRB1_0701', 'DRB1_1501']",3
Pituitary hyperfunction,4,7,"[0.04137, 0.0274, 0.03844]","[1.642, 1.87, 2.625]","['A_0301', 'B_1501', 'B_3503']",3
Poisoning by agents primarily affecting blood constituents,2,9,"[0.01803, 0.006412, 0.02097, 0.01732, 0.01116, 0.01893]","[2.621, 4.163, 0.189, 2.502, 3.769, 3.409]","['A_3101', 'B_1401', 'C_0602', 'C_0802', 'C_1402', 'DRB1_0103']",3
Polycythemia vera,4,9,"[0.04948, 0.04734, 0.01428]","[0.468, 0.647, 0.655]","['B_1801', 'C_0501', 'DQB1_0301']",3
"Polycythemia, secondary",1,10,"[0.0186, 0.003206, 0.02226, 0.02379, 0.03921]","[1.877, 2.117, 0.544, 1.473, 1.494]","['A_6801', 'C_0102', 'C_0501', 'DQA1_0102', 'DRB1_0101']",3
Posttraumatic stress disorder,2,11,"[0.02768, 0.01505, 0.0452, 0.04384, 0.009459, 0.02486, 0.01286]","[0.472, 1.978, 0.504, 0.52, 1.879, 1.632, 1.604]","['A_2902', 'B_4901', 'C_1203', 'C_1601', 'DPB1_0601', 'DQB1_0604', 'DRB1_0404']",3
Progressive myopia,2,11,"[0.01622, 0.02466, 0.02908, 0.01082]","[2.559, 3.256, 2.826, 0.4]","['B_1801', 'B_3701', 'DPB1_0601', 'DQA1_0501']",3
Prostatitis,1,8,"[0.02935, 0.002179, 0.03375, 0.009107, 0.03206, 0.007704, 0.02575, 0.007346, 0.01757]","[1.44, 0.277, 0.597, 0.587, 1.405, 1.595, 0.617, 1.563, 1.485]","['B_0702', 'B_3501', 'C_0401', 'DQA1_0101', 'DQA1_0102', 'DQB1_0302', 'DQB1_0501', 'DQB1_0602', 'DRB1_1501']",3
Rash and other nonspecific skin eruption,2,10,"[0.002092, 0.009079, 0.003956, 0.03061]","[1.172, 0.881, 1.368, 0.745]","['A_0101', 'A_0201', 'B_5501', 'DRB1_1104']",3
Redundant prepuce and phimosis/BXO,3,12,"[0.02834, 0.03198, 0.04537, 0.03158, 0.001478]","[1.773, 2.075, 0.308, 0.588, 2.633]","['B_5101', 'C_1502', 'C_1601', 'DPB1_0201', 'DPB1_0501']",3
Reflux esophagitis,1,11,"[0.04948, 0.04983, 0.03295, 0.009134, 0.004414, 0.04915]","[0.139, 0.318, 0.118, 2.473, 2.69, 0.139]","['B_1302', 'DQA1_0401', 'DQB1_0402', 'DRB1_0103', 'DRB1_0407', 'DRB1_0801']",3
Regional enteritis,2,8,"[0.02331, 0.017, 0.01002, 0.02059, 0.02623, 0.0009726, 0.03753, 0.0005361]","[0.358, 0.665, 2.052, 1.591, 1.407, 1.747, 0.759, 2.362]","['A_2301', 'A_2402', 'B_1401', 'B_1402', 'B_3501', 'C_0802', 'DQB1_0602', 'DRB1_0103']",3
Respiratory complications,2,11,"[0.03181, 0.004336, 0.0249, 0.02379]","[0.365, 3.187, 3.221, 2.208]","['DPB1_0402', 'DPB1_0601', 'DPB1_1401', 'DRB1_0404']",3
Retention of urine,1,8,"[0.03852, 0.002815, 0.01638, 0.00337, 0.01484, 0.03473]","[1.233, 0.783, 1.184, 0.773, 1.205, 1.174]","['C_0303', 'DQA1_0101', 'DQA1_0102', 'DQB1_0501', 'DQB1_0602', 'DRB1_1501']",3
Rhabdomyolysis,1,6,"[0.001739, 0.04177]","[2.422, 1.655]","['A_1101', 'DQA1_0501']",3
Rosacea,0,8,"[0.01851, 0.0377, 0.01036, 0.01969, 0.002589, 0.001285, 0.001305]","[0.468, 1.398, 0.225, 1.752, 1.408, 1.475, 1.469]","['A_6801', 'B_3501', 'B_5501', 'DPB1_1301', 'DQA1_0102', 'DQB1_0602', 'DRB1_1501']",3
Seborrheic keratosis,2,8,"[0.03055, 0.02738, 0.009025, 0.01506, 0.01016]","[1.257, 1.343, 1.269, 0.744, 0.718]","['B_1402', 'B_3701', 'C_0802', 'DQA1_0401', 'DQB1_0402']",3
Secondary malignancy of lymph nodes,3,10,"[0.03502, 0.01889, 0.03577, 0.02112, 0.0106, 0.02089]","[0.838, 1.159, 1.216, 1.312, 1.146, 0.861]","['B_4001', 'B_4402', 'B_5701', 'C_1502', 'DQB1_0301', 'DQB1_0302']",3
Secondary malignancy of respiratory organs,3,10,"[0.02835, 0.04367, 0.006717]","[1.175, 1.133, 1.572]","['B_4402', 'DQA1_0301', 'DRB1_0407']",3
Secondary malignant neoplasm,3,10,"[0.02806, 0.0312, 0.01988, 0.02693, 0.04203, 0.04472, 0.02899]","[1.126, 0.79, 0.844, 1.107, 1.151, 1.081, 1.142]","['A_1101', 'A_2301', 'B_1801', 'B_4402', 'B_5701', 'DQB1_0301', 'DQB1_0303']",3
Shock,1,6,"[0.008517, 0.02114, 0.04731, 0.02306, 0.03253]","[1.373, 1.48, 1.176, 0.833, 0.844]","['A_3201', 'B_3701', 'C_0501', 'DQB1_0602', 'DRB1_1501']",3
Short stature,2,10,"[0.01063, 0.009761, 0.04377]","[1.384, 0.552, 0.633]","['A_0101', 'DQA1_0103', 'DRB1_1301']",3
Sialoadenitis,1,11,"[0.00104, 0.01418, 0.01086]","[2.205, 1.875, 3.281]","['DQA1_0301', 'DRB1_0401', 'DRB1_0407']",3
Spasm of muscle,1,6,"[0.02645, 0.005045, 0.0194, 0.04329, 0.03935, 0.0174]","[1.399, 0.597, 1.4, 1.397, 1.234, 1.27]","['B_1801', 'B_3501', 'B_5101', 'DPA1_0202', 'DQB1_0602', 'DRB1_1501']",3
Specific nonpsychotic mental disorders due to brain damage,0,6,"[0.02705, 0.0002138, 0.03268, 0.01131]","[1.934, 5.086, 1.979, 2.109]","['B_0702', 'B_3701', 'C_0602', 'C_0702']",3
Speech and language disorder,3,12,"[0.01074, 0.01822, 0.02383, 0.0118, 0.03915]","[1.635, 0.42, 1.695, 2.092, 0.419]","['A_2402', 'B_4403', 'B_5101', 'C_1502', 'C_1601']",3
Squamous cell carcinoma,2,8,"[0.0319, 0.04383, 0.02246, 0.00928, 0.04927, 0.03084, 0.03292, 0.008381]","[0.335, 0.501, 1.756, 0.268, 1.917, 0.639, 1.397, 1.696]","['A_2601', 'A_2902', 'B_1402', 'C_0102', 'DPB1_1401', 'DQB1_0202', 'DQB1_0302', 'DRB1_0404']",3
Suicidal ideation or attempt,0,6,"[0.02684, 0.04051, 0.01922, 0.02962]","[1.593, 1.422, 1.482, 1.45]","['A_1101', 'B_0702', 'C_0702', 'DRB1_1501']",3
Swelling of limb,1,6,"[0.04695, 0.003487, 0.02931, 0.04416, 0.03155]","[0.678, 1.435, 1.565, 0.78, 0.778]","['A_2601', 'A_3201', 'B_1401', 'B_3501', 'DQA1_0103']",3
Symptoms of the muscles,1,6,"[0.03962, 0.01546, 0.00158, 0.01982, 0.04038]","[1.564, 0.526, 2.995, 1.58, 2.23]","['A_1101', 'C_0501', 'C_1402', 'DPB1_0401', 'DQB1_0502']",3
Syncope and collapse,1,6,"[0.03612, 0.01488, 0.0303, 0.0005224, 0.04273, 0.0437, 0.02813]","[0.9, 1.191, 0.708, 0.478, 1.312, 0.814, 0.778]","['A_0201', 'A_1101', 'A_2301', 'B_3801', 'B_4901', 'C_1601', 'DPA1_0202']",3
Thrombocytopenia,1,10,"[0.04935, 0.007007, 0.02832, 0.00473, 0.03757, 0.02154]","[0.857, 0.785, 0.839, 0.586, 0.752, 0.825]","['DQA1_0103', 'DQB1_0303', 'DQB1_0603', 'DRB1_0901', 'DRB1_1104', 'DRB1_1301']",3
Thyroid cancer,4,9,"[0.02222, 0.008936, 0.0448, 0.04694, 0.02876, 0.01162]","[1.679, 0.583, 0.555, 1.234, 0.539, 0.381]","['A_3001', 'B_2705', 'B_5501', 'C_0501', 'DPB1_1101', 'DPB1_1301']",3
Transient alteration of awareness,4,10,"[0.01536, 0.03823]","[2.79, 2.403]","['C_1402', 'DPB1_1701']",3
Unspecified erythematous condition,2,8,"[0.02335, 0.03832, 0.019, 0.03342, 0.04598]","[0.532, 1.995, 2.694, 1.88, 2.323]","['B_0801', 'B_1402', 'B_3901', 'C_0802', 'DPB1_1701']",3
Upper gastrointestinal congenital anomalies,3,12,"[0.008362, 0.04785, 0.003459, 0.0006375, 0.01346]","[2.488, 2.853, 2.853, 4.131, 3.268]","['B_3501', 'B_3701', 'B_5101', 'C_1502', 'DRB1_1401']",3
Urethral stricture (not specified as infectious),3,12,"[0.01152, 0.02999, 0.01817, 0.0228, 0.005497]","[1.958, 1.87, 1.674, 2.223, 1.71]","['B_5101', 'B_5701', 'C_0602', 'C_1502', 'DQA1_0501']",3
Urinary obstruction,1,11,"[0.03851, 0.02283, 0.03365]","[0.423, 2.119, 1.791]","['A_3201', 'DRB1_0407', 'DRB1_1104']",3
Uterine/Uterovaginal prolapse,1,11,"[0.04354, 0.03434, 0.0239, 0.01303, 0.032, 0.004472]","[0.607, 0.599, 1.851, 1.589, 0.551, 2.893]","['B_0702', 'C_0702', 'C_1601', 'DQA1_0501', 'DQB1_0302', 'DRB1_0407']",3
