phewas_string,x,y,p_values,odds_ratios,snps,cluster
Elevated carcinoembryonic antigen [CEA],0,0,"[0.001297, 0.04203, 0.0009929, 0.03734, 0.002023, 0.03746, 0.0009669]","[2.811, 0.393, 1.937, 0.384, 1.89, 0.346, 1.964]","['A_2501', 'B_4001', 'DQA1_0102', 'DQA1_0103', 'DQB1_0602', 'DRB1_1301', 'DRB1_1501']",2
Empyema and pneumothorax,1,4,"[0.04201, 0.01103, 0.04697, 0.02112, 0.004064, 0.006839, 0.01548, 0.04018, 0.0001216, 0.02773]","[1.213, 0.609, 1.28, 1.184, 0.305, 0.59, 0.49, 1.16, 0.506, 0.827]","['A_1101', 'A_2601', 'A_6801', 'B_0702', 'B_1401', 'B_1402', 'B_3801', 'C_0702', 'C_0802', 'DPB1_0402']",2
Encephalitis,0,0,"[0.000116, 0.008847, 0.02963]","[3.126, 2.033, 1.811]","['DPB1_0101', 'DQB1_0602', 'DRB1_1501']",2
End stage renal disease,2,0,"[0.01576, 0.01455, 0.02672, 0.04285, 0.009403, 0.0315, 0.03507, 0.02903, 0.001048, 0.0006259, 0.04042, 0.02272, 0.001269]","[0.602, 1.218, 0.521, 0.824, 0.535, 0.807, 1.173, 0.711, 1.673, 1.307, 1.186, 0.823, 1.289]","['A_2601', 'B_0801', 'B_3503', 'B_4402', 'B_5501', 'C_0401', 'C_0701', 'C_1203', 'DPB1_1001', 'DQB1_0201', 'DQB1_0302', 'DQB1_0602', 'DRB1_0301']",2
Epistaxis or throat hemorrhage,1,4,[0.001377],[1.466],['DPB1_0402'],2
Erythematous conditions,2,4,"[0.03353, 0.0164, 0.0009599, 0.03566, 0.02777, 0.0303, 0.0004611, 0.01825, 0.04786, 0.0004044]","[0.741, 0.479, 1.232, 0.806, 1.166, 0.553, 1.269, 1.179, 0.808, 1.269]","['A_6801', 'B_4002', 'DQA1_0102', 'DQA1_0103', 'DQB1_0201', 'DQB1_0502', 'DQB1_0602', 'DRB1_0301', 'DRB1_1301', 'DRB1_1501']",2
"Esophagitis, GERD and related diseases",5,2,"[0.01537, 0.03752, 0.04998]","[1.164, 1.166, 0.848]","['A_6801', 'DPB1_0601', 'DRB1_1104']",2
Facial nerve disorders [CN7],4,3,[0.0447],[1.838],['A_2601'],2
Facial weakness,0,3,"[0.02826, 0.02667, 0.03431, 0.02482, 0.03895, 0.0399, 0.04913, 0.0012, 0.0366, 0.01288]","[2.596, 3.215, 1.839, 0.403, 1.751, 1.781, 0.427, 3.113, 1.799, 2.39]","['A_2601', 'B_3801', 'DPB1_0301', 'DQA1_0101', 'DQA1_0501', 'DQB1_0201', 'DQB1_0501', 'DQB1_0604', 'DRB1_0301', 'DRB1_1302']",2
Fasciitis,2,1,"[0.03702, 0.0041, 0.04417, 0.02479, 0.03163]","[1.93, 2.001, 1.425, 1.387, 1.322]","['B_3801', 'B_5501', 'C_0303', 'DPB1_0301', 'DQA1_0102']",2
First degree AV block,0,3,"[0.04166, 0.02401, 0.01179, 0.01066, 0.0025, 0.03234, 0.007404]","[2.38, 1.532, 1.821, 2.355, 2.228, 2.338, 1.967]","['B_3901', 'DPA1_0201', 'DPB1_0101', 'DPB1_1001', 'DQB1_0604', 'DRB1_0103', 'DRB1_1302']",2
Flat foot,0,3,"[0.01466, 0.02283, 0.00383, 0.02985]","[2.89, 1.938, 2.889, 2.217]","['A_2501', 'DQB1_0302', 'DQB1_0604', 'DRB1_1302']",2
Fluid overload,0,4,"[0.0355, 0.0007691, 0.04128, 0.02429, 0.002681, 0.03965, 0.04295, 0.04662, 0.03773, 0.005112, 0.03669, 0.03308, 0.004751, 0.03123]","[0.799, 0.299, 1.218, 0.812, 0.635, 0.794, 1.146, 0.854, 0.791, 1.395, 1.171, 0.578, 1.358, 0.845]","['B_1501', 'B_3801', 'B_4001', 'C_0401', 'C_1203', 'DQA1_0103', 'DQA1_0501', 'DQB1_0602', 'DQB1_0603', 'DQB1_0604', 'DRB1_0301', 'DRB1_0901', 'DRB1_1302', 'DRB1_1501']",2
Fracture of ankle and foot,2,0,"[0.04166, 0.0006735, 0.04088, 0.03012, 0.04842]","[1.2, 0.705, 1.197, 1.21, 0.739]","['B_0801', 'DPB1_0201', 'DQB1_0201', 'DRB1_0301', 'DRB1_0404']",2
Fracture of foot,2,0,"[0.03894, 0.004611, 0.0139, 0.03224, 0.002599, 0.03244, 0.0331, 0.03506]","[1.769, 1.399, 1.319, 0.413, 0.647, 1.297, 1.288, 0.621]","['A_3001', 'B_0801', 'C_0701', 'C_1502', 'DPB1_0201', 'DQB1_0501', 'DRB1_0301', 'DRB1_0404']",2
Fracture of humerus,3,3,"[0.01165, 0.0428]","[1.956, 0.433]","['B_3801', 'DRB1_0801']",2
Fracture of lower limb,2,0,"[0.03355, 0.002134, 0.01894, 0.0405, 0.03356]","[0.847, 0.446, 0.825, 1.165, 1.172]","['B_0702', 'C_0704', 'DPB1_0201', 'DQB1_0201', 'DRB1_0301']",2
Fracture of patella,2,0,"[0.001818, 0.004703, 0.02608, 0.02264]","[1.984, 0.419, 1.59, 1.608]","['C_0304', 'DPB1_0201', 'DQB1_0201', 'DRB1_0301']",2
Frequency of urination and polyuria,3,2,"[0.007178, 0.03315, 0.02064, 0.03361, 0.0005566, 0.04525]","[0.857, 0.646, 1.354, 1.199, 1.349, 1.191]","['A_0201', 'B_4901', 'B_5501', 'C_0303', 'DRB1_1101', 'DRB1_1301']",2
Functional digestive disorders,5,2,"[0.04671, 0.03151, 0.02127]","[0.742, 0.821, 0.725]","['C_0202', 'DQB1_0302', 'DRB1_0404']",2
Gastritis and duodenitis,4,1,"[0.02333, 0.03989, 0.01864, 0.03357, 0.04852, 0.01689, 0.0326]","[1.165, 1.329, 1.487, 1.293, 0.869, 0.464, 0.842]","['A_0201', 'B_1402', 'B_3701', 'C_0802', 'DQA1_0102', 'DQB1_0502', 'DQB1_0602']",2
Gastrointestinal complications,5,2,"[0.02864, 0.003295, 0.01713]","[1.244, 1.715, 1.791]","['A_0101', 'B_1302', 'DRB1_0103']",2
Gastrointestinal hemorrhage,3,0,"[0.0412, 0.02943, 0.007387, 0.03358, 0.0351, 0.007843, 0.007441, 0.005984, 0.01518]","[0.756, 1.216, 1.288, 0.705, 0.845, 1.246, 1.133, 1.425, 0.705]","['A_2301', 'A_3101', 'B_1402', 'B_3801', 'B_4403', 'C_0802', 'DQB1_0301', 'DRB1_0407', 'DRB1_1401']",2
Generalized convulsive epilepsy,4,3,"[0.04645, 0.02341, 0.0444, 0.02098]","[0.676, 1.313, 0.309, 0.736]","['A_1101', 'DPB1_0201', 'DPB1_1701', 'DQA1_0101']",2
Gross hematuria,4,4,"[0.0448, 0.03498, 0.02787, 0.0268, 0.03361]","[0.734, 1.749, 2.241, 2.157, 1.756]","['A_0201', 'A_3101', 'B_4002', 'DPB1_1401', 'DQA1_0401']",2
"HIV infection, symptomatic",0,0,"[0.0003636, 0.02155, 0.006188]","[1.946, 1.572, 1.7]","['DQA1_0102', 'DQB1_0602', 'DRB1_1501']",2
Hallux valgus (Bunion),5,0,"[0.03405, 0.04483, 0.03164, 0.04129, 0.01252, 0.048, 0.0413]","[1.784, 1.632, 1.765, 0.639, 2.068, 1.603, 1.773]","['A_2601', 'A_3201', 'B_1402', 'C_0401', 'C_0704', 'C_0802', 'DPB1_0501']",2
Hemangioma of skin and subcutaneous tissue,4,2,"[0.04704, 0.02365, 0.0477]","[0.578, 0.545, 1.658]","['C_0501', 'DRB1_0401', 'DRB1_0404']",2
Hemiplegia,4,3,"[0.04816, 0.03032, 0.02187]","[1.284, 1.345, 1.817]","['A_0101', 'DPB1_0402', 'DPB1_1001']",2
Hemorrhage of rectum and anus,5,1,"[0.01709, 0.01916, 0.01648, 0.01668, 0.03413, 0.04691]","[1.505, 1.429, 0.769, 0.768, 0.688, 1.327]","['B_1402', 'C_0802', 'DQB1_0201', 'DRB1_0301', 'DRB1_0404', 'DRB1_1302']",2
Hereditary and idiopathic peripheral neuropathy,4,3,"[0.03568, 0.02119, 0.001202, 0.03872, 0.0349]","[1.151, 1.309, 1.346, 0.689, 1.422]","['A_0101', 'A_6801', 'DPB1_0101', 'DPB1_0601', 'DRB1_0901']",2
Hereditary hemolytic anemias,2,1,"[0.003658, 0.01921]","[2.823, 2.99]","['B_5501', 'DRB1_0103']",2
Hereditary retinal dystrophies,3,5,"[0.03409, 0.04095]","[2.008, 2.003]","['A_1101', 'C_0303']",2
Hodgkin's disease,4,2,[0.04309],[0.742],['DPA1_0201'],2
Human immunodeficiency virus [HIV] disease,0,0,"[0.0002159, 0.01126, 0.00306]","[1.979, 1.633, 1.759]","['DQA1_0102', 'DQB1_0602', 'DRB1_1501']",2
Hydrocephalus,2,5,"[0.006054, 0.03865, 0.006291, 0.04197, 0.006425, 0.003036]","[1.362, 0.612, 1.353, 1.451, 1.66, 1.764]","['B_0702', 'C_0202', 'C_0702', 'DPA1_0202', 'DQA1_0401', 'DQB1_0402']",2
Hypercalcemia,4,2,[0.03812],[1.288],['DPB1_0301'],2
Hypercholesterolemia,0,4,"[0.002194, 0.006552, 0.001819, 0.0009648, 0.01122, 0.02383, 0.009849, 0.00914, 0.00857, 0.004849]","[0.869, 1.174, 1.175, 0.862, 0.819, 0.797, 0.889, 1.223, 1.199, 0.88]","['B_0702', 'B_4001', 'C_0304', 'C_0702', 'C_1601', 'DPB1_1101', 'DQB1_0602', 'DQB1_0604', 'DRB1_1302', 'DRB1_1501']",2
Hyperlipidemia,0,4,"[0.002197, 0.01806, 0.001065, 0.001945, 0.02213, 0.03867, 0.03818, 0.02433, 0.04556, 0.0008348, 0.007068, 0.02756, 0.005377, 0.0001692]","[0.903, 1.111, 1.136, 0.903, 0.879, 0.862, 1.178, 1.107, 1.142, 0.893, 1.17, 1.109, 1.156, 0.882]","['B_0702', 'B_4001', 'C_0304', 'C_0702', 'C_1601', 'DPB1_1101', 'DPB1_1301', 'DQA1_0103', 'DQB1_0503', 'DQB1_0602', 'DQB1_0604', 'DRB1_1301', 'DRB1_1302', 'DRB1_1501']",2
Hyperosmolality and/or hypernatremia,3,2,"[0.02532, 0.03722, 0.02783, 0.03684, 0.02374, 0.002005, 0.01463]","[1.657, 1.725, 1.48, 0.693, 1.337, 2.448, 1.561]","['A_3101', 'B_5501', 'DPB1_0101', 'DPB1_0402', 'DQA1_0501', 'DRB1_0407', 'DRB1_1101']",2
Hyperpotassemia,2,0,"[0.0263, 0.01093, 0.02044, 0.00628, 0.04978, 0.03057, 0.02999, 0.03861]","[0.846, 0.52, 0.777, 1.226, 0.701, 1.167, 1.333, 1.16]","['B_0702', 'B_3503', 'C_0303', 'DPB1_0301', 'DPB1_0601', 'DQB1_0201', 'DQB1_0402', 'DRB1_0301']",2
Hypoglycemia,1,3,"[0.005495, 0.01858, 0.01395, 0.003301, 0.001341, 0.0004308, 0.01802, 0.008619, 0.00258, 0.01891, 0.02774, 0.04138, 0.01123, 0.005834]","[2.076, 1.535, 1.411, 1.531, 0.6, 1.681, 0.662, 1.775, 1.548, 1.592, 0.531, 0.304, 1.665, 0.616]","['A_2301', 'B_4001', 'C_0701', 'DQB1_0201', 'DQB1_0301', 'DQB1_0302', 'DQB1_0602', 'DQB1_0604', 'DRB1_0301', 'DRB1_0404', 'DRB1_1101', 'DRB1_1104', 'DRB1_1302', 'DRB1_1501']",2
Hypopotassemia,2,0,"[0.008835, 0.02306, 0.00126, 0.03457, 0.01771, 0.009255, 0.01588, 0.01135]","[0.876, 1.18, 1.284, 1.11, 0.89, 1.118, 0.888, 1.362]","['B_0801', 'B_2705', 'C_0102', 'DPB1_0301', 'DQB1_0201', 'DQB1_0301', 'DRB1_0301', 'DRB1_0407']",2
Hypotension,3,5,"[0.0002546, 0.005629, 0.01119, 0.03146, 0.0322, 0.02994, 0.02486, 0.005588, 0.04775, 0.004634]","[1.269, 1.289, 1.227, 1.372, 1.207, 0.876, 1.275, 0.859, 1.309, 0.857]","['A_1101', 'A_3101', 'B_2705', 'B_4002', 'C_0102', 'C_0501', 'C_1502', 'DQB1_0602', 'DRB1_1201', 'DRB1_1501']",2
Hypotension NOS,3,5,"[0.02299, 0.0006584, 0.00648, 0.03868, 0.008562, 0.02664, 0.005192, 0.001298, 0.01402, 0.04359, 0.02141]","[0.886, 1.289, 1.327, 1.231, 1.435, 1.44, 0.819, 0.792, 1.178, 0.783, 1.411]","['A_0201', 'A_1101', 'A_3101', 'A_6801', 'B_3701', 'B_4002', 'B_4402', 'C_0501', 'C_0602', 'DPA1_0202', 'DRB1_0103']",2
Incisional hernia,5,2,[0.02971],[0.625],['B_5101'],2
Inflammatory diseases of prostate,0,0,"[0.0007193, 0.03365, 0.01558, 0.04589, 0.04521, 0.008793, 0.009976, 0.01961, 0.0107]","[0.426, 0.703, 1.321, 0.504, 1.301, 0.304, 1.372, 0.346, 1.365]","['B_3501', 'C_0401', 'DQA1_0102', 'DQA1_0401', 'DQB1_0302', 'DQB1_0402', 'DQB1_0602', 'DRB1_0801', 'DRB1_1501']",2
Insect bite,4,0,"[0.004191, 0.002163, 0.04116, 0.002741]","[2.33, 2.238, 1.456, 0.579]","['B_1402', 'C_0802', 'DPA1_0103', 'DPB1_0401']",2
Insomnia,2,5,"[0.03352, 0.01669]","[1.154, 1.172]","['B_0702', 'C_0702']",2
Intestinal obstruction without mention of hernia,5,2,"[0.04664, 0.04356, 0.02301]","[0.861, 0.871, 0.733]","['B_0801', 'C_0701', 'C_0802']",2
Irritable Bowel Syndrome,5,2,"[0.03059, 0.04675]","[0.671, 1.476]","['C_0202', 'C_0704']",2
Keratitis,2,1,"[0.005297, 0.036, 0.0324]","[1.715, 1.519, 0.339]","['B_5501', 'DPB1_0501', 'DPB1_1401']",2
Keratoconjunctivitis,2,1,[0.01979],[1.711],['B_5501'],2
Keratoconjunctivitis sicca,2,1,"[0.02674, 0.01687]","[1.79, 1.786]","['A_2301', 'B_5501']",2
Kidney replaced by transpant,1,0,"[0.0131, 0.03051, 0.005162, 0.00436, 0.0234, 0.01316, 0.01552, 0.02481, 0.0001654, 5.836e-05, 0.03058, 0.03987, 0.03673, 0.0003316, 0.03151, 0.04442]","[1.216, 0.542, 0.51, 1.282, 1.447, 0.815, 1.187, 1.17, 1.332, 1.371, 0.827, 0.843, 0.821, 1.316, 1.269, 0.848]","['B_0801', 'B_3503', 'B_5501', 'C_0304', 'DPB1_1001', 'DQA1_0101', 'DQA1_0301', 'DQA1_0501', 'DQB1_0201', 'DQB1_0302', 'DQB1_0501', 'DQB1_0602', 'DRB1_0101', 'DRB1_0301', 'DRB1_0404', 'DRB1_1501']",2
Known or suspected fetal abnormality affecting management of mother,0,0,"[0.0347, 0.01546, 0.04615, 0.04034, 0.04784, 0.03091]","[0.587, 1.283, 1.249, 0.655, 0.69, 1.268]","['B_5701', 'DQA1_0102', 'DQB1_0602', 'DRB1_0404', 'DRB1_1301', 'DRB1_1501']",2
Kyphosis (acquired),4,0,"[0.0005528, 0.01681, 0.01275, 0.003792, 0.007339, 0.0008388, 0.007037, 0.02211, 0.0221]","[2.807, 0.246, 2.053, 0.321, 2.169, 2.92, 2.464, 1.612, 1.612]","['B_1402', 'B_3501', 'B_5701', 'C_0401', 'C_0802', 'C_1502', 'DPB1_0501', 'DQA1_0201', 'DRB1_0701']",2
Lack of coordination,0,5,"[0.0009904, 0.03104, 0.003634, 0.01409, 0.02395, 0.02052, 0.0194, 0.0004494, 0.01611, 0.03976, 0.01285, 0.0048, 0.001453, 2.455e-06, 0.03044, 0.02258, 0.01588, 2.092e-06]","[0.74, 1.614, 0.685, 0.641, 0.752, 1.252, 0.611, 1.378, 0.762, 0.82, 1.282, 0.687, 0.723, 1.57, 0.615, 1.257, 0.761, 1.569]","['A_0201', 'B_3503', 'B_4402', 'B_4403', 'C_0501', 'C_0702', 'C_1601', 'DQA1_0102', 'DQA1_0201', 'DQA1_0301', 'DQB1_0201', 'DQB1_0202', 'DQB1_0301', 'DQB1_0602', 'DQB1_0604', 'DRB1_0301', 'DRB1_0701', 'DRB1_1501']",2
Large cell lymphoma,4,2,"[0.0469, 0.02202, 0.03306]","[1.323, 2.042, 0.739]","['B_0801', 'C_1402', 'DQB1_0301']",2
Late effects of cerebrovascular disease,1,5,"[0.04171, 0.01711, 0.01094, 0.02671, 0.02819, 0.01256, 0.04772, 0.04086]","[0.845, 1.308, 0.726, 1.624, 1.218, 1.246, 0.591, 1.202]","['A_0201', 'A_1101', 'A_2402', 'A_3001', 'B_0702', 'C_0702', 'DRB1_1104', 'DRB1_1501']",2
Left bundle branch block,3,5,"[0.001203, 0.01904, 0.04311, 0.007978]","[1.701, 1.908, 1.665, 1.991]","['A_1101', 'C_0704', 'DPB1_0601', 'DPB1_1001']",2
Leukoplakia of oral mucosa,3,3,"[0.03307, 0.01389, 0.02908, 0.02727, 0.02667, 0.04603]","[1.92, 3.776, 1.94, 0.314, 0.266, 2.858]","['B_0702', 'B_3801', 'C_0702', 'DPB1_0201', 'DPB1_0402', 'DPB1_1301']",2
Lipoma,3,1,"[0.02936, 0.03835, 0.02918, 0.03998, 0.04082, 0.01301, 0.04457]","[1.473, 1.598, 1.929, 0.667, 1.736, 0.599, 0.736]","['A_1101', 'A_3201', 'B_3503', 'B_4402', 'B_5501', 'C_0501', 'DPA1_0103']",2
Lipoma of skin and subcutaneous tissue,3,1,"[0.0299, 0.004947, 0.0233, 0.03276, 0.02472, 0.03716, 0.04846]","[1.858, 3.013, 2.315, 0.544, 2.106, 0.552, 1.714]","['A_3201', 'B_1401', 'B_3503', 'B_4402', 'B_5501', 'C_0501', 'C_1203']",2
Liver abscess and sequelae of chronic liver disease,3,0,"[0.01479, 0.02642, 0.01561, 0.02708, 0.04024, 0.04449, 0.01751, 0.003074, 0.038, 0.005557, 0.03002]","[0.77, 1.248, 1.363, 1.27, 1.371, 1.295, 1.288, 0.745, 0.8, 0.37, 0.793]","['A_0301', 'B_0801', 'B_3501', 'C_0401', 'C_0802', 'DPB1_0101', 'DQB1_0202', 'DQB1_0301', 'DQB1_0602', 'DRB1_1104', 'DRB1_1501']",2
"Lymphoid leukemia, chronic",3,3,"[0.04024, 0.03682, 0.02493]","[1.984, 1.569, 1.578]","['B_3801', 'B_5101', 'DRB1_1101']",2
Lymphosarcoma,1,5,"[0.008081, 0.01903, 0.005597, 0.03067, 0.04633, 0.03122]","[1.528, 0.465, 1.548, 1.394, 1.647, 2.103]","['B_0702', 'C_0303', 'C_0702', 'DQA1_0102', 'DQB1_0604', 'DRB1_1201']",2
"Macular degeneration, dry",2,0,"[0.004329, 0.04945, 0.04469, 0.002557, 0.03198, 0.02925, 0.02118, 0.04379]","[0.601, 1.849, 1.333, 0.589, 0.492, 1.389, 1.415, 1.947]","['B_0702', 'B_4901', 'C_0701', 'C_0702', 'C_1601', 'DQB1_0201', 'DRB1_0301', 'DRB1_0407']",2
Major depressive disorder,1,1,"[0.02386, 0.009874, 0.02528, 0.03488]","[1.255, 0.663, 0.514, 0.724]","['A_1101', 'A_2902', 'B_3801', 'C_1601']",2
Malignant neoplasm of other and ill-defined sites within the digestive organs and peritoneum,4,2,"[0.03154, 0.02447, 0.03207]","[1.449, 0.322, 1.715]","['A_3201', 'B_3701', 'DPB1_1401']",2
"Malignant neoplasm of rectum, rectosigmoid junction, and anus",3,1,"[0.03838, 0.0381, 0.03404, 0.00366, 0.03563, 0.02258, 0.0295]","[0.817, 1.675, 1.547, 0.641, 1.343, 0.48, 1.24]","['A_0201', 'B_3801', 'B_5501', 'C_0304', 'DPB1_0101', 'DPB1_1101', 'DQA1_0102']",2
Malignant neoplasm of renal pelvis,4,2,[0.0255],[2.303],['A_2501'],2
Megaloblastic anemia,3,4,"[0.04039, 0.02703, 0.04795, 0.02811, 0.03995, 0.01756, 0.03318, 0.009754, 0.02061, 0.02355, 0.04346, 0.02712, 0.03761]","[1.348, 1.328, 0.637, 1.341, 0.231, 0.3, 1.681, 1.328, 0.433, 1.305, 0.68, 0.326, 1.276]","['B_1501', 'B_4402', 'B_5101', 'C_0304', 'C_1402', 'DPB1_1001', 'DPB1_1301', 'DQA1_0102', 'DQB1_0503', 'DQB1_0602', 'DQB1_0603', 'DRB1_1401', 'DRB1_1501']",2
Melanomas of skin,2,5,"[0.01189, 0.02019, 0.02458, 0.04033, 0.03498, 0.005674, 0.00771, 0.04107]","[1.466, 1.18, 1.457, 0.546, 1.16, 0.802, 0.808, 0.791]","['A_2301', 'B_0702', 'B_3701', 'B_3901', 'C_0702', 'DQB1_0201', 'DRB1_0301', 'DRB1_1301']",2
"Melanomas of skin, dx or hx",2,5,"[0.02168, 0.02299, 0.02742, 0.04301, 0.04792, 0.04122, 0.003525, 0.003254, 0.02501]","[1.396, 1.164, 1.419, 0.816, 1.241, 1.144, 0.804, 0.802, 0.786]","['A_2301', 'B_0702', 'B_3701', 'B_4001', 'B_5701', 'C_0702', 'DQB1_0201', 'DRB1_0301', 'DRB1_1301']",2
Memory loss,1,1,"[0.02655, 0.009496, 0.02532]","[1.466, 1.48, 0.609]","['A_2601', 'C_0102', 'DPA1_0202']",2
Meningitis,2,5,"[0.03392, 0.04807, 0.03876]","[1.422, 0.663, 1.403]","['B_0702', 'B_0801', 'C_0702']",2
Mental retardation,1,1,"[0.04328, 0.01488, 0.01017, 0.02107]","[1.85, 0.176, 1.89, 1.512]","['A_2501', 'A_6801', 'B_5701', 'DPB1_0301']",2
Microscopic hematuria,4,4,"[0.03798, 0.01276]","[1.667, 2.374]","['C_1601', 'DPB1_1401']",2
Mitral valve stenosis and aortic valve stenosis,3,5,"[0.03386, 0.03533, 0.03528, 0.04353, 0.01392]","[0.645, 1.585, 2.078, 1.603, 1.779]","['A_0101', 'A_1101', 'C_0704', 'DPB1_0101', 'DQB1_0303']",2
Mixed hyperlipidemia,0,4,"[0.02134, 0.02388, 0.007969, 0.01055, 0.03407, 0.02283, 0.002024, 0.005581, 0.002134, 0.002176]","[0.906, 1.136, 1.14, 0.898, 1.232, 1.138, 0.874, 1.223, 1.22, 0.877]","['B_0702', 'B_4001', 'C_0304', 'C_0702', 'C_0704', 'DQA1_0103', 'DQB1_0602', 'DQB1_0604', 'DRB1_1302', 'DRB1_1501']",2
Mood disorders,1,1,"[0.01556, 0.03574, 0.04659]","[0.744, 1.079, 1.129]","['B_3801', 'DQA1_0102', 'DRB1_1302']",2
Multiple sclerosis,0,5,"[0.0003167, 0.01575, 3.019e-06, 0.003611, 0.0129, 4.705e-05, 0.01434, 0.002323, 6.321e-16, 0.03497, 0.01632, 0.000906, 0.01987, 0.01441, 4.425e-25, 0.01907, 0.006571, 0.01113, 0.03461, 8.032e-24]","[0.643, 1.362, 1.783, 0.589, 0.429, 1.654, 0.681, 0.627, 2.672, 0.726, 0.731, 0.63, 0.538, 0.673, 3.475, 0.451, 0.611, 0.655, 0.725, 3.357]","['A_0201', 'A_0301', 'B_0702', 'B_4402', 'B_5701', 'C_0702', 'DPB1_0201', 'DQA1_0101', 'DQA1_0102', 'DQA1_0201', 'DQA1_0301', 'DQB1_0301', 'DQB1_0303', 'DQB1_0501', 'DQB1_0602', 'DQB1_0604', 'DRB1_0101', 'DRB1_0401', 'DRB1_0701', 'DRB1_1501']",2
Muscular dystrophies and other myopathies,4,3,"[0.03648, 0.02545]","[0.836, 0.678]","['A_0201', 'DRB1_0404']",2
Myasthenia gravis,4,3,"[0.02077, 0.02448, 0.03307]","[0.661, 1.993, 1.964]","['A_0201', 'A_2601', 'DPB1_0601']",2
Myoneural disorders,4,3,"[0.0322, 0.04574]","[0.693, 1.839]","['A_0201', 'A_2601']",2
Myopathy,4,3,"[0.02703, 0.04111, 0.04912, 0.02089]","[0.823, 1.346, 1.211, 0.657]","['A_0201', 'B_2705', 'DPB1_0401', 'DRB1_0404']",2
Nasal polyps,1,2,"[0.02984, 0.03338, 0.04884, 0.00424]","[2.072, 0.219, 1.993, 2.413]","['A_2601', 'C_0202', 'DPB1_1101', 'DQB1_0503']",2
Neoplasm of uncertain behavior,4,2,[0.01882],[1.442],['DQB1_0502'],2
Nephritis and nephropathy in diseases classified elsewhere,1,3,"[0.02638, 0.01789, 0.0003474, 0.003061, 0.002123, 0.007651, 0.001916, 0.0004554, 0.01416, 0.006192]","[0.449, 0.55, 1.628, 0.642, 1.544, 0.49, 1.877, 1.615, 0.508, 1.689]","['C_0802', 'DQA1_0103', 'DQB1_0201', 'DQB1_0301', 'DQB1_0302', 'DQB1_0603', 'DQB1_0604', 'DRB1_0301', 'DRB1_1301', 'DRB1_1302']",2
Nephritis and nephropathy without mention of glomerulonephritis,1,3,"[0.04447, 0.04009, 0.00146, 0.01019, 0.02743, 0.005321, 0.03057, 0.04217, 0.04462, 8.749e-05, 0.0003775, 0.01443, 0.008192, 0.02489, 0.0003596, 0.003292, 0.02476]","[1.385, 0.6, 0.546, 1.313, 0.79, 1.355, 0.658, 1.477, 0.79, 0.437, 1.748, 1.297, 1.468, 1.573, 0.464, 1.549, 0.769]","['C_1203', 'DPA1_0202', 'DQA1_0103', 'DQB1_0201', 'DQB1_0301', 'DQB1_0302', 'DQB1_0303', 'DQB1_0402', 'DQB1_0602', 'DQB1_0603', 'DQB1_0604', 'DRB1_0301', 'DRB1_0404', 'DRB1_0801', 'DRB1_1301', 'DRB1_1302', 'DRB1_1501']",2
Nephritis; nephrosis; renal sclerosis,1,3,"[0.03531, 0.04531, 0.01739, 0.002413, 0.01853, 0.003596, 0.00425, 0.000364, 0.02052, 0.01229, 0.001687, 0.0335]","[1.299, 1.204, 0.651, 0.671, 1.211, 1.275, 0.66, 0.613, 1.208, 1.329, 0.643, 0.832]","['A_2902', 'C_0304', 'DPA1_0202', 'DQA1_0103', 'DQB1_0201', 'DQB1_0302', 'DQB1_0303', 'DQB1_0603', 'DRB1_0301', 'DRB1_0404', 'DRB1_1301', 'DRB1_1501']",2
Neurofibromatosis,4,2,"[0.04488, 0.01467]","[0.418, 1.979]","['DPB1_0201', 'DQA1_0501']",2
Neurological disorders,1,1,"[0.02206, 0.03057, 0.01085]","[1.252, 1.192, 1.31]","['A_2501', 'C_0102', 'DPB1_1001']",2
Nonspecific elevation of levels of transaminase or lactic acid dehydrogenase [LDH],5,2,"[0.04888, 0.01336, 0.04968, 0.04371]","[0.746, 1.458, 0.752, 1.296]","['A_1101', 'A_6801', 'B_1501', 'B_3501']",2
Obsessive-compulsive disorders,5,1,"[0.04408, 0.04252, 0.04557, 0.01347, 0.04049]","[2.251, 0.233, 1.864, 0.474, 2.029]","['B_1402', 'B_4001', 'DQA1_0103', 'DQA1_0301', 'DRB1_1302']",2
"Occlusion of cerebral arteries, with cerebral infarction",0,3,"[0.0497, 0.03075, 0.000566, 0.003211]","[1.574, 2.492, 2.371, 2.028]","['B_4001', 'B_4002', 'DQB1_0604', 'DRB1_1302']",2
Optic neuritis/neuropathy,0,0,"[0.01453, 0.0005502, 1.841e-05, 0.04775, 0.0001124]","[0.544, 1.833, 2.145, 0.485, 1.993]","['DPB1_0201', 'DQA1_0102', 'DQB1_0602', 'DQB1_0603', 'DRB1_1501']",2
Organic or persistent insomnia,0,5,"[0.0007696, 0.001131, 0.02329, 0.01348, 0.001737, 0.04859, 0.03169, 0.005668, 0.00444]","[2.246, 2.183, 1.761, 0.348, 2.111, 0.598, 0.535, 1.964, 1.994]","['B_0702', 'C_0702', 'DPB1_0201', 'DPB1_0301', 'DQA1_0102', 'DQA1_0501', 'DQB1_0301', 'DQB1_0602', 'DRB1_1501']",2
Other acquired musculoskeletal deformity,4,2,"[0.03361, 0.03189]","[0.535, 0.44]","['A_3101', 'B_5501']",2
