phewas_string,x,y,p_values,odds_ratios,snps,cluster
"Malignant neoplasm of kidney, except pelvis",8,8,"[0.002767, 0.01579, 0.01533, 0.01468, 0.002008, 0.008247]","[0.538, 1.602, 1.534, 1.566, 0.665, 1.662]","['B_4403', 'DPB1_0501', 'DQA1_0401', 'DQB1_0402', 'DRB1_0401', 'DRB1_0801']",4
"Malignant neoplasm of liver, primary",6,7,"[0.00954, 0.02033]","[1.915, 1.936]","['A_3101', 'DRB1_1104']",4
Malignant neoplasm of other urinary organs,8,8,"[0.03689, 0.01671, 0.003954, 0.02098, 0.01266]","[1.401, 0.57, 2.107, 1.917, 2.069]","['DPA1_0103', 'DPB1_0301', 'DQA1_0401', 'DQB1_0402', 'DRB1_0801']",4
Malignant neoplasm of ovary,6,9,"[0.005658, 0.04852, 0.006434, 0.04672, 0.008625, 0.01563]","[0.59, 1.351, 0.595, 0.365, 1.4, 2.148]","['B_4402', 'C_0401', 'C_0501', 'DPB1_0601', 'DQA1_0102', 'DQB1_0502']",4
Malignant neoplasm of ovary and other uterine adnexa,6,9,"[0.03204, 0.002352, 0.04735, 0.002759, 0.0472]","[1.306, 0.591, 1.32, 0.596, 1.263]","['A_0301', 'B_4402', 'C_0401', 'C_0501', 'DQA1_0102']",4
Malignant neoplasm of uterus,6,9,"[0.02721, 0.04037, 0.03203, 0.005171, 0.004371, 0.03212, 0.04251, 0.0312, 0.002985, 0.008625, 0.02373, 0.04993, 0.01126]","[1.45, 0.712, 1.792, 1.475, 0.606, 1.731, 1.484, 0.54, 1.425, 1.397, 1.572, 1.44, 1.378]","['B_3501', 'B_4402', 'B_4901', 'C_0401', 'C_0501', 'C_0704', 'C_1203', 'C_1601', 'DQA1_0102', 'DQB1_0602', 'DQB1_0604', 'DRB1_1302', 'DRB1_1501']",4
Manlignant and unknown neoplasms of brain and nervous system,8,8,"[0.01018, 0.04562, 0.01781, 0.006552, 0.01113, 0.001944, 0.01606, 0.002133, 0.03375]","[0.805, 1.234, 0.802, 1.58, 1.429, 0.75, 1.428, 0.751, 1.406]","['A_0101', 'A_1101', 'B_0801', 'DPB1_1001', 'DQA1_0401', 'DQB1_0201', 'DQB1_0402', 'DRB1_0301', 'DRB1_0801']",4
Menopausal and postmenopausal disorders,9,10,"[0.04854, 0.02934, 0.03489, 0.00864, 0.009635]","[0.892, 0.809, 0.868, 1.147, 0.85]","['A_0301', 'A_2902', 'C_0401', 'DPA1_0103', 'DRB1_0401']",4
Mild cognitive impairment,6,7,"[0.001103, 0.001217, 0.02083]","[2.654, 3.559, 2.6]","['A_0301', 'A_3101', 'C_0102']",4
Myeloid leukemia,8,10,"[0.04438, 0.03603]","[1.485, 0.226]","['DPA1_0202', 'DRB1_0901']",4
Neonatal bradycardia or tachycardia,6,12,"[0.006789, 0.03478, 0.02443, 0.02544]","[2.497, 2.851, 2.82, 3.463]","['B_1501', 'DPB1_1101', 'DQB1_0503', 'DRB1_1401']",4
Neoplasm of uncertain behavior of breast,7,7,"[0.04436, 0.03045, 0.04373, 0.02862]","[1.599, 2.162, 1.601, 2.274]","['DQA1_0201', 'DQB1_0402', 'DRB1_0701', 'DRB1_0801']",4
Nervous system congenital anomalies,7,12,"[0.03445, 0.02125, 0.04284]","[0.441, 2.154, 1.493]","['A_6801', 'DRB1_0407', 'DRB1_1101']",4
Neural tube defects,7,12,"[0.04774, 0.03526, 0.009178]","[1.628, 0.288, 2.185]","['B_0702', 'B_1501', 'DRB1_1101']",4
Noninflammatory female genital disorders,5,8,"[0.02035, 0.02227, 0.01273, 0.03463, 0.03183, 0.02174]","[1.617, 1.591, 0.663, 0.792, 1.219, 1.374]","['B_4901', 'C_0704', 'DPB1_0101', 'DQB1_0201', 'DQB1_0301', 'DRB1_0404']",4
Nonspecific abnormal findings in cerebrospinal fluid,7,7,"[0.01387, 0.009371, 0.04611, 0.008424, 0.01838]","[2.784, 2.254, 2.598, 2.28, 3.094]","['A_6801', 'DQB1_0201', 'DQB1_0402', 'DRB1_0301', 'DRB1_0801']",4
Nontoxic multinodular goiter,9,10,"[0.001748, 0.001827, 0.03485, 0.02181, 0.006041]","[1.355, 1.348, 1.548, 0.797, 0.413]","['B_0702', 'C_0702', 'C_0704', 'DPA1_0103', 'DPB1_1101']",4
Obstructive genitourinary defect,6,11,"[0.004954, 0.03129, 0.02145, 0.02927, 0.01321, 0.04536, 0.04848, 0.03738, 0.0206]","[2.183, 1.843, 2.076, 1.886, 2.911, 2.23, 1.578, 0.437, 1.768]","['A_1101', 'B_1501', 'B_5101', 'C_0303', 'C_0704', 'DPB1_0601', 'DQA1_0301', 'DQB1_0202', 'DRB1_0401']",4
Occlusion of cerebral arteries,5,12,"[0.009369, 0.01229, 0.008785]","[1.575, 0.782, 0.756]","['DPB1_1001', 'DQB1_0501', 'DRB1_0101']",4
Open-angle glaucoma,9,11,"[0.03373, 0.01012, 0.04568, 0.007237, 0.02941, 0.02015, 0.02469, 0.01322]","[0.706, 0.567, 1.439, 0.61, 1.362, 1.455, 0.835, 1.399]","['A_2902', 'B_1402', 'C_0704', 'C_0802', 'DPA1_0202', 'DPB1_0601', 'DQA1_0501', 'DQB1_0604']",4
Orthostatic hypotension,6,8,"[0.003723, 0.005214, 0.0002484, 0.02737, 0.01999]","[1.635, 1.661, 2.211, 0.743, 0.733]","['B_2705', 'C_0102', 'DPB1_1301', 'DQB1_0602', 'DRB1_1501']",4
Osteoarthritis; localized,8,10,"[0.01543, 0.01086]","[1.504, 1.303]","['B_4002', 'DPA1_0202']",4
Osteochondropathies,6,11,"[0.04278, 0.04967, 0.03692]","[2.159, 2.269, 3.522]","['A_1101', 'B_5101', 'DRB1_0407']",4
Osteomyelitis,8,10,"[0.04362, 0.02182, 0.0237, 0.01436]","[0.741, 1.455, 1.421, 1.723]","['A_1101', 'A_3101', 'DPA1_0202', 'DRB1_0103']",4
"Osteomyelitis, periostitis, and other infections involving bone",8,10,"[0.04809, 0.01806, 0.02136, 0.02523]","[0.751, 1.459, 1.419, 1.643]","['A_1101', 'A_3101', 'DPA1_0202', 'DRB1_0103']",4
Other and unspecified disc disorder,5,9,"[0.04639, 0.009465, 0.006178, 0.04129]","[1.81, 3.917, 4.247, 2.922]","['A_0101', 'DPB1_1701', 'DQB1_0502', 'DRB1_1401']",4
Other complications of pregnancy NEC,5,10,"[0.04496, 0.0005578, 0.01683, 0.04984]","[2.58, 4.113, 2.177, 1.711]","['A_2301', 'B_3701', 'B_4403', 'DPB1_0201']",4
Other conditions of brain,4,11,"[0.03262, 0.0004335, 0.02429, 0.009872, 0.01065, 0.001224, 0.02053]","[1.339, 1.488, 0.835, 1.486, 1.568, 1.762, 1.269]","['A_2601', 'A_6801', 'DPB1_0201', 'DPB1_1001', 'DPB1_1401', 'DQB1_0502', 'DRB1_0404']",4
"Other congenital anomalies of lower limb, including pelvic girdle",8,12,"[0.005408, 0.02, 0.01411, 0.02707]","[3.792, 2.244, 2.349, 2.453]","['B_1401', 'C_0802', 'DPA1_0202', 'DPB1_0601']",4
Other disorders of biliary tract,8,10,[0.03683],[1.53],['DPA1_0202'],4
Other disorders of bladder,8,10,"[0.004011, 0.0244, 0.008383, 0.03973, 0.01666, 0.03962]","[1.614, 1.335, 0.789, 1.174, 0.794, 1.242]","['B_4901', 'DPA1_0202', 'DQB1_0501', 'DQB1_0602', 'DRB1_0101', 'DRB1_1301']",4
Other disorders of eyelids,8,10,"[0.03907, 0.03226, 0.03848, 0.003503, 0.04267, 0.0497, 0.0485]","[1.572, 0.685, 0.472, 0.573, 0.459, 1.342, 0.492]","['A_3001', 'B_1801', 'B_3801', 'C_1203', 'C_1402', 'DPA1_0202', 'DPB1_1401']",4
Other disorders of middle ear and mastoid,4,12,"[0.007941, 0.04555, 0.004769]","[2.545, 0.36, 2.581]","['C_1502', 'DPB1_0101', 'DPB1_1101']",4
Other disorders of prostate,7,10,"[0.0339, 0.00407, 0.02206, 0.03737]","[0.558, 2.4, 3.381, 0.29]","['A_0201', 'A_1101', 'A_3001', 'C_0304']",4
Other disorders of testis,8,9,"[0.03656, 0.02053, 0.02404, 0.03996, 0.01674, 0.039, 0.04281]","[1.49, 1.603, 0.317, 0.604, 0.246, 0.602, 2.225]","['A_0301', 'B_4402', 'B_4403', 'DQA1_0201', 'DRB1_0404', 'DRB1_0701', 'DRB1_0901']",4
Other endocrine disorders,8,12,"[8.793e-06, 0.0336, 0.01923, 0.02127, 0.02164, 0.01354, 0.03238, 0.04905, 0.02883, 0.008779]","[4.104, 0.481, 2.166, 1.817, 0.524, 1.867, 1.767, 1.388, 0.603, 2.482]","['B_1401', 'B_4001', 'B_4901', 'C_0102', 'C_0304', 'C_0802', 'DPA1_0202', 'DQB1_0301', 'DQB1_0501', 'DRB1_1201']",4
Other immunological findings,4,12,"[0.03797, 0.04814, 0.03289, 0.01051, 0.01828, 0.02743, 0.01159, 0.02124]","[0.526, 0.599, 0.484, 1.853, 0.253, 0.59, 0.529, 0.55]","['B_2705', 'B_4403', 'B_5701', 'C_1502', 'DPB1_1101', 'DQA1_0103', 'DQB1_0603', 'DRB1_1301']",4
Other retinal disorders,9,11,"[0.01825, 0.04792, 0.02223, 0.0308, 0.006879, 0.02138, 0.02255, 0.006842, 0.03753, 0.02583, 0.02796, 0.03833]","[1.149, 0.789, 0.783, 0.769, 1.179, 1.292, 0.849, 1.461, 1.15, 0.868, 1.159, 0.867]","['A_0201', 'A_2902', 'B_4403', 'C_1601', 'DPA1_0103', 'DPA1_0202', 'DPB1_0201', 'DPB1_1301', 'DQB1_0201', 'DQB1_0301', 'DRB1_0301', 'DRB1_1501']",4
Other signs and symptoms in breast,5,12,"[0.04379, 0.04677, 0.02303, 0.00217]","[2.209, 0.136, 0.198, 2.559]","['A_3001', 'B_1402', 'C_0802', 'DPB1_1001']",4
Other specified congenital anomalies of nervous system,7,12,"[0.02315, 0.03646]","[1.721, 1.447]","['C_0202', 'DPB1_0201']",4
Other specified diffuse diseases of connective tissue,5,12,"[0.009741, 0.047, 0.01975]","[2.622, 0.497, 1.938]","['DPB1_1001', 'DQB1_0202', 'DRB1_0404']",4
Paraproteinemia,7,8,"[0.005734, 0.01456, 0.03815, 0.047, 0.01123, 0.00252, 0.009787, 0.001675]","[1.37, 0.574, 1.336, 0.722, 0.687, 1.799, 1.708, 1.943]","['A_0201', 'B_3501', 'C_0304', 'C_0401', 'DPB1_0201', 'DQA1_0401', 'DQB1_0402', 'DRB1_0801']",4
Periapical abscess,6,7,"[0.01751, 0.008182]","[2.465, 1.966]","['A_3101', 'C_0701']",4
Peritoneal or intestinal adhesions,7,10,[0.03834],[2.406],['A_3001'],4
Pneumonia due to fungus (mycoses),6,12,"[0.02058, 0.02863]","[1.851, 2.549]","['A_2402', 'DRB1_1401']",4
Polyarteritis nodosa and allied conditions,9,11,"[0.02375, 0.04343, 0.02905, 0.002874, 0.02095, 0.04003, 0.004483, 0.0293]","[1.352, 0.809, 0.78, 0.32, 1.253, 0.616, 1.358, 0.637]","['C_0303', 'DPA1_0103', 'DPA1_0201', 'DPB1_1101', 'DQB1_0301', 'DQB1_0604', 'DRB1_0401', 'DRB1_1302']",4
Polycystic ovaries,5,12,[0.008479],[2.538],['DPB1_1001'],4
Polyp of corpus uteri,5,11,"[0.02836, 0.01878, 0.04885, 0.04312]","[2.384, 2.54, 1.602, 2.228]","['A_2301', 'B_4901', 'C_0401', 'DPB1_1001']",4
Postmenopausal atrophic vaginitis,9,10,"[0.04855, 0.04823, 0.003456, 0.02124]","[0.76, 0.764, 1.399, 1.32]","['B_0702', 'C_0702', 'DPA1_0103', 'DPA1_0201']",4
Postoperative infection,9,11,"[0.02245, 0.009013, 0.01033, 0.00567, 0.0002136, 0.03275]","[1.314, 1.204, 1.372, 1.544, 1.459, 1.492]","['B_5701', 'DPA1_0103', 'DPA1_0202', 'DPB1_1001', 'DQB1_0303', 'DRB1_0103']",4
Premature beats,9,10,"[0.01553, 0.03216, 0.02704, 0.0004243, 0.008947, 0.03787]","[0.62, 1.779, 0.723, 2.08, 1.312, 1.446]","['B_3501', 'B_3901', 'C_0401', 'C_0704', 'DPA1_0103', 'DPA1_0202']",4
Primary biliary cirrhosis,8,8,"[0.03269, 0.008449, 0.02007, 0.02702, 0.0004469, 0.0003728, 0.0002364, 3.834e-08, 0.03614, 7.555e-05, 0.04143, 2.788e-08, 0.000834, 0.03023, 0.0005775, 2.725e-09, 0.01693, 0.0006051]","[1.605, 1.463, 1.369, 1.366, 1.66, 0.621, 0.565, 2.852, 1.353, 0.525, 1.357, 2.967, 0.544, 1.367, 1.865, 3.319, 0.491, 0.539]","['A_3201', 'B_0801', 'DPA1_0103', 'DPA1_0201', 'DPB1_0301', 'DPB1_0401', 'DQA1_0102', 'DQA1_0401', 'DQB1_0201', 'DQB1_0301', 'DQB1_0302', 'DQB1_0402', 'DQB1_0602', 'DRB1_0301', 'DRB1_0404', 'DRB1_0801', 'DRB1_1101', 'DRB1_1501']",4
Primary hypercoagulable state,7,11,"[0.003355, 0.02668, 0.01976, 0.006689, 0.04626]","[0.382, 1.584, 0.257, 0.592, 0.666]","['A_2402', 'B_1501', 'B_5701', 'DPA1_0103', 'DPA1_0201']",4
Prolapse of vaginal vault after hysterectomy,5,10,"[0.0131, 0.02412, 0.02511]","[2.416, 0.566, 0.575]","['A_2301', 'DQB1_0602', 'DRB1_1501']",4
Prolapse of vaginal walls,5,10,"[0.01145, 0.0278, 0.02461, 0.04891, 0.0309, 0.01817, 0.03405, 0.02871]","[1.782, 1.45, 1.313, 0.617, 0.765, 1.711, 1.289, 1.26]","['A_2301', 'B_1801', 'B_4402', 'B_5701', 'C_0702', 'C_0704', 'DPB1_0402', 'DQB1_0301']",4
Psychogenic and somatoform disorders,6,12,"[0.009969, 0.01835]","[2.142, 2.28]","['DQB1_0503', 'DRB1_1401']",4
Respiratory arrest,4,12,"[0.02466, 0.0177, 0.008709, 0.0434, 0.01651, 0.02587, 0.02731]","[2.696, 3.492, 2.508, 3.367, 3.141, 0.31, 0.314]","['A_3101', 'B_3701', 'B_4001', 'C_1402', 'C_1502', 'DQB1_0201', 'DRB1_0301']",4
Sacroiliitis NEC,6,7,"[0.03795, 0.02955]","[1.8, 1.537]","['A_3101', 'C_0304']",4
Second degree AV block,5,11,"[0.04285, 0.03268, 0.0006551, 0.03357, 0.048, 0.001418]","[0.453, 1.926, 3.127, 1.752, 0.568, 2.778]","['A_1101', 'A_3101', 'B_4901', 'B_5101', 'C_0501', 'DPB1_1001']",4
Secondary malignancy of brain/spine,6,9,"[0.02677, 0.01873, 0.02815, 0.04056]","[0.452, 0.752, 0.785, 0.801]","['B_4901', 'C_0401', 'DPB1_0402', 'DQB1_0501']",4
Secondary malignant neoplasm of skin,8,10,"[0.03108, 0.005505, 0.03356, 0.03435, 0.03862]","[0.541, 1.893, 1.544, 1.311, 1.301]","['B_1801', 'C_1502', 'DPA1_0202', 'DQB1_0602', 'DRB1_1501']",4
Secondary thrombocytopenia,7,11,"[0.0426, 0.04638, 0.02296, 0.04242, 0.03928, 0.02733]","[0.783, 1.736, 1.723, 0.793, 0.589, 1.286]","['B_0702', 'B_1401', 'B_3503', 'C_0701', 'DPA1_0202', 'DPB1_0402']",4
Septal Deviations/Turbinate Hypertrophy,6,10,"[0.03923, 0.03055, 0.04861, 0.03833, 0.02577]","[1.303, 1.219, 0.594, 1.508, 1.583]","['B_5701', 'C_0602', 'C_0704', 'DPB1_1701', 'DQB1_0502']",4
Sexual and gender identity disorders,7,9,"[0.0461, 0.01574]","[2.851, 2.048]","['B_3503', 'C_0401']",4
Spina bifida,7,12,[0.02094],[2.109],['DRB1_1101'],4
Spondylosis with myelopathy,8,10,[0.04724],[0.366],['DPA1_0202'],4
Strabismus (not specified as paralytic),6,12,"[0.03561, 0.01835, 0.003796, 0.01769]","[1.942, 1.35, 1.911, 1.909]","['DPB1_1401', 'DQA1_0301', 'DQB1_0503', 'DRB1_1401']",4
Subjective visual disturbances,6,8,[0.02059],[2.071],['DPB1_1301'],4
Substance addiction and disorders,7,8,"[0.009095, 0.03811, 0.03904, 0.04329, 0.009066, 0.007362, 0.008746, 0.02034, 0.0348, 0.02044, 0.004068]","[0.524, 1.313, 0.738, 1.401, 1.231, 1.481, 1.266, 1.437, 0.75, 1.235, 1.591]","['A_2601', 'B_1801', 'B_4403', 'DPB1_0601', 'DQA1_0301', 'DQA1_0401', 'DQB1_0302', 'DQB1_0402', 'DQB1_0603', 'DRB1_0401', 'DRB1_0801']",4
Symptoms and disorders of the joints,7,7,"[0.01823, 0.04378, 0.0292, 0.04435, 0.02392, 0.0023, 0.00647]","[1.464, 0.796, 1.323, 0.862, 1.472, 1.497, 0.488]","['B_3503', 'B_4403', 'DQB1_0402', 'DQB1_0602', 'DRB1_0103', 'DRB1_0801', 'DRB1_0901']",4
"Temporomandibular joint disorder, unspecified",5,11,"[0.03946, 0.004601, 0.009939, 0.01369]","[2.428, 2.492, 3.042, 1.978]","['A_2501', 'B_5101', 'DPB1_1001', 'DRB1_0101']",4
Temporomandibular joint disorders,7,10,"[0.003996, 0.04339, 0.02573, 0.03753]","[2.891, 2.341, 0.628, 1.522]","['A_3001', 'B_3901', 'DQA1_0102', 'DRB1_0401']",4
Toxic multinodular goiter,8,10,"[0.04649, 0.02376]","[0.565, 2.156]","['C_0701', 'DPA1_0202']",4
Tuberculosis,5,9,"[0.01279, 0.000582, 0.01521, 0.0418, 0.02252, 0.02092, 0.01522]","[2.178, 3.477, 2.734, 3.403, 2.04, 2.058, 2.155]","['B_0801', 'B_2705', 'C_0102', 'DPB1_1701', 'DQB1_0201', 'DRB1_0301', 'DRB1_0401']",4
Ulceration of the lower GI tract,4,12,"[0.02491, 0.02975, 0.0403, 0.03892, 0.009682, 0.04461, 0.01425, 0.0367, 0.01778]","[0.563, 0.551, 1.848, 0.582, 2.485, 1.714, 0.492, 0.293, 0.513]","['A_0101', 'B_0702', 'B_2705', 'C_0702', 'C_1502', 'DPB1_0101', 'DQB1_0602', 'DRB1_1101', 'DRB1_1501']",4
Umbilical hernia,6,9,"[0.04234, 0.0155, 0.01705, 0.02365]","[1.5, 1.5, 1.574, 1.545]","['B_3501', 'C_0401', 'DQA1_0103', 'DQB1_0603']",4
Unspecified osteomyelitis,9,12,"[0.04608, 0.0427, 0.00206, 0.02649]","[0.687, 0.745, 1.674, 1.578]","['B_3501', 'C_0401', 'DPA1_0202', 'DPB1_0501']",4
Urinary complications NEC,5,10,"[0.01644, 0.04366, 0.01046, 0.006479]","[2.594, 1.609, 1.766, 3.194]","['A_2301', 'DPB1_0201', 'DQB1_0301', 'DRB1_0103']",4
"Uveitis, noninfectious or NOS",9,12,"[0.02093, 6.009e-06, 0.006131, 0.04279, 0.004172, 0.04177, 0.0132, 0.03458]","[1.552, 2.587, 1.962, 1.386, 2.023, 0.72, 2.059, 1.813]","['A_2402', 'B_2705', 'C_0102', 'DPA1_0103', 'DPA1_0202', 'DPB1_0401', 'DPB1_0501', 'DQB1_0402']",4
Valvular heart disease/ heart chambers,7,12,"[0.03566, 0.0485, 0.007862, 0.03557, 0.04104, 0.04948, 0.01047]","[1.496, 1.326, 0.512, 1.31, 0.233, 1.264, 1.986]","['A_3101', 'B_1501', 'B_1801', 'C_0304', 'C_1402', 'DQB1_0302', 'DRB1_0407']",4
Varicose veins,6,7,"[0.01979, 0.03052, 0.02333, 0.03206, 0.03491]","[0.515, 1.555, 1.555, 1.528, 1.32]","['A_2902', 'A_3101', 'A_6801', 'C_0102', 'DPB1_0301']",4
Varicose veins of lower extremity,5,9,"[0.01116, 0.02692, 0.04621, 0.02581, 0.0383, 0.02968]","[1.742, 2.007, 0.75, 1.487, 1.586, 1.405]","['C_0102', 'DPB1_1701', 'DQA1_0301', 'DQB1_0603', 'DQB1_0604', 'DRB1_0101']",4
Ventral hernia,7,9,"[0.01483, 0.01088, 0.01516, 0.04909]","[1.502, 1.985, 1.412, 1.799]","['B_3501', 'B_3503', 'C_0401', 'DPB1_1701']",4
Vesicoureteral reflux,6,7,[0.002652],[2.18],['A_3101'],4
