phewas_string,x,y,p_values,odds_ratios,snps,cluster
Cystitis and urethritis,7,5,"[0.04901, 0.02462, 0.04455]","[1.675, 1.493, 1.79]","['B_3503', 'C_1203', 'DQB1_0502']",1
Defibrination syndrome,7,6,"[0.01588, 0.03909]","[2.306, 2.932]","['C_0202', 'DQB1_0502']",1
Delay in sexual development and puberty NEC,11,1,"[0.04442, 0.04038, 0.02434]","[2.454, 0.472, 2.076]","['B_5701', 'DQA1_0501', 'DRB1_0701']",1
Dermatomyositis,8,0,"[0.01902, 0.004625, 2.719e-08, 0.01802, 0.0002193, 0.02819, 0.005649, 0.0182, 0.03123, 0.03507, 0.00274, 8.132e-07, 0.004513, 6.09e-07, 0.01811, 0.004913]","[1.553, 0.475, 2.802, 2.196, 1.981, 0.595, 1.711, 0.51, 2.047, 0.643, 1.74, 2.496, 0.465, 2.523, 2.529, 0.478]","['A_0101', 'B_0702', 'B_0801', 'B_5501', 'C_0701', 'C_0702', 'DPB1_0201', 'DPB1_0301', 'DPB1_0601', 'DQA1_0102', 'DQA1_0501', 'DQB1_0201', 'DQB1_0602', 'DRB1_0301', 'DRB1_1201', 'DRB1_1501']",1
Dermatophytosis of the body,8,1,"[0.001276, 0.003793, 0.03273, 0.01536, 0.005507, 0.01803, 0.002821, 0.002425]","[2.022, 1.939, 0.404, 1.71, 2.132, 1.901, 1.96, 1.981]","['A_0101', 'B_0801', 'C_0304', 'C_0701', 'DPB1_0101', 'DPB1_0401', 'DQB1_0201', 'DRB1_0301']",1
Diabetes mellitus,9,1,"[0.004092, 0.001971, 0.001789, 0.0008773, 0.03656, 0.04467, 0.01731, 0.002027, 0.04292, 0.002683, 0.005282, 0.0077, 0.03033, 0.03587, 0.005094, 0.004711, 0.01254, 5.555e-05, 0.0016, 1.7e-05, 0.01353, 7.952e-08, 7.085e-07, 1.71e-11, 4.989e-05, 0.0003364, 1.404e-07, 1.66e-06, 0.001495, 0.0405, 0.005955, 2.101e-05]","[0.789, 0.889, 0.776, 1.17, 0.806, 0.798, 1.157, 1.143, 1.089, 0.894, 0.826, 0.841, 0.768, 1.08, 1.153, 0.891, 0.807, 0.87, 0.847, 1.156, 1.086, 1.221, 0.839, 1.298, 0.856, 0.827, 1.217, 1.205, 0.684, 0.891, 0.86, 0.851]","['A_2601', 'B_0702', 'B_1402', 'B_1501', 'B_3701', 'B_3801', 'B_5701', 'C_0304', 'C_0602', 'C_0702', 'C_0802', 'C_1203', 'C_1402', 'DPA1_0201', 'DPB1_0101', 'DPB1_0402', 'DPB1_0501', 'DQA1_0102', 'DQA1_0103', 'DQA1_0301', 'DQA1_0501', 'DQB1_0201', 'DQB1_0301', 'DQB1_0302', 'DQB1_0602', 'DQB1_0603', 'DRB1_0301', 'DRB1_0401', 'DRB1_0407', 'DRB1_1101', 'DRB1_1301', 'DRB1_1501']",1
Diabetic retinopathy,9,1,"[0.0423, 0.02924, 0.01878, 3.191e-05, 0.04102, 1.248e-05, 0.02414, 0.01666, 0.003789, 0.001372, 0.0135, 0.03925, 0.04828, 0.01593, 0.01046, 6.044e-05, 0.04906, 1.713e-05, 0.001179, 2.801e-11, 8.342e-05, 1.905e-09, 3.108e-06, 0.03569, 1.347e-11, 4.102e-05, 0.04889, 9.824e-07]","[1.244, 0.678, 0.745, 1.585, 0.533, 1.744, 1.452, 0.372, 1.433, 1.406, 0.738, 0.598, 1.265, 0.716, 1.77, 0.627, 0.779, 1.554, 1.394, 2.019, 0.625, 1.92, 0.515, 0.68, 2.042, 1.585, 0.779, 0.5]","['A_0101', 'A_1101', 'B_0702', 'B_0801', 'B_1402', 'B_1501', 'B_1801', 'B_5501', 'C_0304', 'C_0701', 'C_0702', 'C_0802', 'DPB1_0301', 'DPB1_0402', 'DPB1_1301', 'DQA1_0102', 'DQA1_0201', 'DQA1_0301', 'DQA1_0501', 'DQB1_0201', 'DQB1_0301', 'DQB1_0302', 'DQB1_0602', 'DQB1_0603', 'DRB1_0301', 'DRB1_0401', 'DRB1_0701', 'DRB1_1501']",1
Diaphragmatic hernia,8,2,"[0.004327, 0.03475, 0.03362, 0.004948, 0.005353]","[0.762, 1.302, 0.836, 0.771, 0.772]","['B_0801', 'C_0202', 'C_0701', 'DQB1_0201', 'DRB1_0301']",1
Diffuse diseases of connective tissue,8,1,"[8.502e-05, 0.005832, 0.04629, 4.39e-11, 0.003541, 0.01603, 0.04821, 1.616e-08, 0.0487, 0.002621, 0.04489, 0.0009725, 1.567e-06, 9.679e-11, 0.002131, 1.302e-10, 0.0009693]","[1.381, 1.572, 0.689, 1.745, 0.586, 0.396, 0.765, 1.584, 0.815, 0.427, 1.453, 0.715, 1.465, 1.717, 0.699, 1.713, 0.715]","['A_0101', 'A_2501', 'A_6801', 'B_0801', 'B_2705', 'B_3801', 'C_0303', 'C_0701', 'DPB1_0301', 'DPB1_1101', 'DPB1_1301', 'DQA1_0201', 'DQA1_0501', 'DQB1_0201', 'DQB1_0202', 'DRB1_0301', 'DRB1_0701']",1
Diseases of pancreas,8,5,"[0.0183, 0.03254, 0.03649, 0.03834]","[1.235, 1.218, 1.191, 1.218]","['B_0702', 'DPB1_0201', 'DQA1_0301', 'DRB1_0401']",1
Diseases of the salivary glands,12,1,"[0.01306, 0.01474, 0.04594, 0.01046, 0.006167, 0.047, 0.01079]","[0.695, 2.315, 0.672, 1.483, 1.729, 0.694, 1.48]","['A_0201', 'B_4002', 'DPB1_0402', 'DQA1_0201', 'DQB1_0303', 'DQB1_0602', 'DRB1_0701']",1
Disorders of adrenal glands,10,3,"[0.04473, 0.03172, 0.008859, 0.004691, 0.01231, 0.02669, 0.02503, 0.02921, 0.03598]","[1.442, 1.594, 1.321, 1.9, 0.384, 1.219, 1.27, 1.248, 1.238]","['B_1302', 'B_3503', 'C_0602', 'C_1402', 'DPB1_1301', 'DQA1_0301', 'DQB1_0202', 'DQB1_0302', 'DRB1_0401']",1
Disorders of calcium/phosphorus metabolism,10,5,"[0.02143, 0.02326, 0.01776, 0.002543, 0.02845, 0.01977, 0.001076, 0.01961, 0.04454]","[1.328, 1.24, 1.26, 1.294, 0.844, 1.204, 1.774, 1.285, 1.353]","['A_3201', 'B_1501', 'B_4001', 'C_0304', 'C_0701', 'DQB1_0302', 'DRB1_0103', 'DRB1_0404', 'DRB1_0801']",1
Disorders of conjunctiva,7,4,[0.02918],[0.608],['DQA1_0102'],1
Disorders of lacrimal system,6,4,"[0.0009639, 0.02516, 0.03792, 0.02566]","[2.09, 2.581, 0.347, 1.769]","['A_2402', 'A_3001', 'B_3501', 'C_0303']",1
Disorders of lipoid metabolism,6,1,"[0.00266, 0.02294, 0.001556, 0.002278, 0.02155, 0.04503, 0.04291, 0.02231, 0.0482, 0.001017, 0.005586, 0.02451, 0.004556, 0.0002066]","[0.904, 1.107, 1.131, 0.905, 0.879, 0.866, 1.173, 1.108, 1.14, 0.895, 1.175, 1.112, 1.158, 0.883]","['B_0702', 'B_4001', 'C_0304', 'C_0702', 'C_1601', 'DPB1_1101', 'DPB1_1301', 'DQA1_0103', 'DQB1_0503', 'DQB1_0602', 'DQB1_0604', 'DRB1_1301', 'DRB1_1302', 'DRB1_1501']",1
Disorders of optic nerve and visual pathways,7,4,"[0.04904, 0.02763]","[0.662, 0.607]","['DQB1_0603', 'DRB1_1301']",1
Disorders of other cranial nerves,8,6,"[0.03185, 0.01869, 4.934e-06, 0.0004905, 0.0186, 0.0006412, 0.04807]","[1.602, 0.714, 2.247, 1.968, 0.714, 2.03, 0.441]","['A_2601', 'DQA1_0201', 'DQA1_0401', 'DQB1_0402', 'DRB1_0701', 'DRB1_0801', 'DRB1_1104']",1
Disorders of phosphorus metabolism,10,5,"[0.00635, 0.0485, 0.01152, 0.01599, 0.007908, 0.02193, 0.04562]","[0.709, 1.269, 0.754, 1.303, 1.887, 1.398, 0.405]","['B_0801', 'C_0304', 'C_0701', 'DQB1_0302', 'DRB1_0103', 'DRB1_0404', 'DRB1_0901']",1
Disorders of refraction and accommodation; blindness and low vision,9,4,"[0.01888, 0.008728, 0.02676, 0.02519, 0.02512, 0.01172, 0.04391, 0.002791, 0.008197, 0.04052]","[1.448, 1.378, 0.634, 0.792, 1.334, 0.819, 1.329, 0.576, 1.433, 0.68]","['A_3001', 'B_1302', 'B_3503', 'B_4403', 'B_5501', 'C_0401', 'C_0704', 'C_1502', 'DPB1_1301', 'DRB1_1401']",1
Disorders of vitreous body,7,4,[0.04588],[1.29],['B_5701'],1
Disorders resulting from impaired renal function,7,1,"[0.02004, 0.0173, 0.04248, 0.002083, 0.03136, 0.0131, 0.04732, 0.003822, 0.02616]","[1.323, 1.29, 1.191, 1.335, 1.446, 0.771, 1.357, 1.314, 0.796]","['B_4001', 'C_0304', 'DQA1_0501', 'DQB1_0201', 'DQB1_0402', 'DQB1_0602', 'DQB1_0604', 'DRB1_0301', 'DRB1_1501']",1
Disturbance of salivary secretion,12,1,"[0.004801, 0.006543, 0.04631, 0.004923]","[1.793, 2.035, 0.552, 1.79]","['DQA1_0201', 'DQB1_0303', 'DRB1_0401', 'DRB1_0701']",1
Disturbance of skin sensation,8,1,"[0.00399, 0.03404, 0.01463, 0.009659, 0.02926, 0.00842, 0.0419, 0.007397, 0.002353, 0.005635]","[1.204, 1.161, 1.173, 1.308, 0.551, 1.194, 1.136, 1.199, 0.69, 1.204]","['A_0101', 'B_0801', 'C_0701', 'C_1203', 'C_1402', 'DPB1_0401', 'DQA1_0102', 'DQB1_0602', 'DRB1_0404', 'DRB1_1501']",1
Disturbances of amino-acid transport,10,5,"[0.01247, 0.02982, 0.01649, 0.0194]","[2.008, 2.041, 2.046, 1.888]","['B_0801', 'B_4001', 'C_0304', 'C_0701']",1
Dizziness and giddiness (Light-headedness and vertigo),7,4,"[0.04596, 0.01539, 0.03315, 0.03107, 0.04034, 0.008202, 0.006156]","[1.204, 0.871, 0.694, 1.142, 0.893, 0.749, 0.686]","['A_3201', 'B_0702', 'B_3801', 'C_0602', 'C_0702', 'DPA1_0202', 'DPB1_0501']",1
Drusen (degenerative) of retina,7,4,"[0.02586, 0.005677]","[0.614, 2.852]","['A_0101', 'DQB1_0502']",1
Dry eyes,7,4,[0.03181],[1.574],['DPB1_1701'],1
Dysphagia,12,2,"[0.04777, 0.00994, 0.04061, 0.03964, 0.01616, 0.02538, 0.01198, 0.009964, 0.03308, 0.01216, 1.833e-05, 6.343e-05, 0.02081, 0.03543, 2.328e-05, 0.02102, 0.03482, 0.03726]","[1.137, 0.649, 1.119, 1.156, 1.213, 1.13, 1.152, 0.726, 0.905, 0.832, 1.237, 1.246, 0.887, 0.703, 1.234, 0.751, 1.306, 0.853]","['A_1101', 'B_3801', 'B_4402', 'B_4403', 'B_5701', 'C_0501', 'C_0602', 'DPB1_0501', 'DQA1_0102', 'DQA1_0103', 'DQA1_0201', 'DQB1_0202', 'DQB1_0602', 'DRB1_0103', 'DRB1_0701', 'DRB1_1104', 'DRB1_1201', 'DRB1_1301']",1
E. coli,8,6,"[0.003816, 0.01314, 0.01425, 0.02416, 0.03644]","[1.389, 0.811, 1.451, 1.433, 1.436]","['C_0303', 'DPB1_0401', 'DQA1_0401', 'DQB1_0402', 'DRB1_0801']",1
Eating disorder,7,3,"[0.04308, 0.0009671, 0.0153]","[0.42, 2.883, 2.173]","['C_0401', 'DQB1_0604', 'DRB1_1302']",1
Elevated C-reactive protein (CRP),6,0,"[0.01173, 0.03892, 0.0238, 0.03352]","[2.222, 1.464, 0.415, 1.503]","['B_5501', 'DQA1_0101', 'DQA1_0103', 'DQB1_0501']",1
Elevated cancer antigen 125 [CA 125],12,0,"[0.01887, 0.02574, 0.02887, 0.02093, 0.04926]","[2.07, 2.244, 3.727, 2.16, 2.821]","['A_0301', 'B_4001', 'B_4002', 'C_0304', 'C_0704']",1
Elevated prostate specific antigen [PSA],7,5,"[0.004256, 0.01845, 0.02425]","[1.345, 0.394, 0.726]","['A_2402', 'B_3901', 'C_0303']",1
Emphysema,7,6,"[0.04924, 0.04179, 0.0006294]","[1.343, 0.772, 1.594]","['B_2705', 'C_0401', 'DRB1_1302']",1
"Encephalopathy, not elsewhere classified",8,4,"[0.04359, 0.03212, 0.01881, 0.02625, 0.01097, 0.03273]","[0.801, 1.412, 1.781, 1.337, 1.841, 0.619]","['A_0301', 'A_6801', 'B_4002', 'DPB1_0101', 'DQB1_0502', 'DQB1_0604']",1
End stage renal disease,8,2,"[0.01576, 0.01455, 0.02672, 0.04285, 0.009403, 0.0315, 0.03507, 0.02903, 0.001048, 0.0006259, 0.04042, 0.02272, 0.001269]","[0.602, 1.218, 0.521, 0.824, 0.535, 0.807, 1.173, 0.711, 1.673, 1.307, 1.186, 0.823, 1.289]","['A_2601', 'B_0801', 'B_3503', 'B_4402', 'B_5501', 'C_0401', 'C_0701', 'C_1203', 'DPB1_1001', 'DQB1_0201', 'DQB1_0302', 'DQB1_0602', 'DRB1_0301']",1
Enthesopathy,7,6,"[0.009338, 0.0204, 0.04228, 0.02644]","[0.737, 0.682, 0.868, 1.184]","['B_3501', 'DQA1_0401', 'DQB1_0301', 'DQB1_0302']",1
Eosinophilic esophagitis,12,0,"[0.01196, 0.0123, 0.01854]","[2.435, 2.28, 3.542]","['B_4001', 'C_0304', 'C_0704']",1
Epiphora,6,4,"[0.005254, 0.04733, 0.00283]","[2.262, 0.523, 4.142]","['A_2402', 'DQB1_0301', 'DQB1_0502']",1
Epistaxis or throat hemorrhage,6,2,[0.001377],[1.466],['DPB1_0402'],1
Erectile dysfunction [ED],7,5,"[0.01071, 0.04441]","[0.73, 0.739]","['B_3501', 'C_1601']",1
Essential tremor,8,3,"[0.004194, 0.03767, 0.003082, 0.02693, 0.001497, 0.04002, 0.02984, 0.03888]","[1.85, 1.529, 1.745, 1.595, 2.532, 0.719, 1.925, 1.914]","['A_6801', 'B_2705', 'B_5101', 'B_5701', 'C_1402', 'DQA1_0101', 'DRB1_0901', 'DRB1_1201']",1
Extrapyramidal disease and abnormal movement disorders,8,3,"[0.0028, 0.007851, 0.01583, 0.001989, 0.001066, 0.01359, 0.043, 0.03863, 0.04415, 0.04273]","[1.554, 1.29, 1.38, 1.318, 2.022, 0.777, 1.222, 0.799, 1.212, 1.57]","['A_6801', 'B_0801', 'B_5101', 'C_0701', 'C_1402', 'DQA1_0101', 'DQB1_0302', 'DQB1_0501', 'DRB1_0301', 'DRB1_1201']",1
Facial weakness,7,0,"[0.02826, 0.02667, 0.03431, 0.02482, 0.03895, 0.0399, 0.04913, 0.0012, 0.0366, 0.01288]","[2.596, 3.215, 1.839, 0.403, 1.751, 1.781, 0.427, 3.113, 1.799, 2.39]","['A_2601', 'B_3801', 'DPB1_0301', 'DQA1_0101', 'DQA1_0501', 'DQB1_0201', 'DQB1_0501', 'DQB1_0604', 'DRB1_0301', 'DRB1_1302']",1
Flat foot,7,3,"[0.01466, 0.02283, 0.00383, 0.02985]","[2.89, 1.938, 2.889, 2.217]","['A_2501', 'DQB1_0302', 'DQB1_0604', 'DRB1_1302']",1
Fluid overload,6,1,"[0.0355, 0.0007691, 0.04128, 0.02429, 0.002681, 0.03965, 0.04295, 0.04662, 0.03773, 0.005112, 0.03669, 0.03308, 0.004751, 0.03123]","[0.799, 0.299, 1.218, 0.812, 0.635, 0.794, 1.146, 0.854, 0.791, 1.395, 1.171, 0.578, 1.358, 0.845]","['B_1501', 'B_3801', 'B_4001', 'C_0401', 'C_1203', 'DQA1_0103', 'DQA1_0501', 'DQB1_0602', 'DQB1_0603', 'DQB1_0604', 'DRB1_0301', 'DRB1_0901', 'DRB1_1302', 'DRB1_1501']",1
Functional digestive disorders,6,5,"[0.04671, 0.03151, 0.02127]","[0.742, 0.821, 0.725]","['C_0202', 'DQB1_0302', 'DRB1_0404']",1
Gastroparesis,8,6,"[0.02316, 0.01162, 0.04001, 0.02882, 0.04895, 0.01492, 0.01812, 0.02772, 0.008857, 0.02641]","[0.517, 1.615, 1.482, 0.279, 1.742, 1.544, 1.948, 0.626, 2.147, 0.628]","['A_2402', 'C_0304', 'C_0602', 'C_0802', 'DQA1_0401', 'DQB1_0302', 'DQB1_0402', 'DQB1_0602', 'DRB1_0801', 'DRB1_1501']",1
Genital prolapse,6,0,"[0.02573, 0.0166, 0.03931, 0.02881, 0.01035, 0.0382, 0.04536, 0.03614, 0.04392]","[1.616, 1.442, 0.638, 0.784, 1.7, 1.535, 1.224, 1.249, 1.64]","['A_2301', 'B_1801', 'B_5701', 'C_0702', 'C_0704', 'DPB1_1001', 'DQA1_0101', 'DQB1_0501', 'DRB1_1201']",1
Giant cell arteritis,9,5,"[0.00965, 0.02405, 0.006798, 0.01259, 0.04972, 0.02269, 0.01303, 0.02197]","[1.785, 1.913, 1.866, 0.593, 1.485, 0.571, 1.641, 0.575]","['B_1501', 'C_0102', 'C_0303', 'DQA1_0102', 'DQB1_0302', 'DQB1_0602', 'DRB1_0401', 'DRB1_1501']",1
Glomerulonephritis,7,5,"[0.0477, 0.01225, 0.03152, 0.03506]","[1.316, 0.629, 0.678, 1.931]","['B_0801', 'B_4402', 'C_0501', 'DRB1_0103']",1
Glucocorticoid deficiency,8,3,"[0.02204, 0.04194, 0.02569, 0.01107, 0.02926, 0.0395]","[0.561, 1.491, 0.633, 2.209, 1.374, 1.351]","['B_4001', 'B_5101', 'C_0304', 'C_1402', 'DQB1_0302', 'DRB1_0401']",1
Gout,10,5,"[0.0308, 0.03172, 0.02333, 0.03347, 0.03034]","[1.25, 0.833, 0.82, 1.155, 0.663]","['B_5101', 'C_0501', 'C_0602', 'C_0701', 'DPB1_0501']",1
Gout and other crystal arthropathies,10,5,"[0.04581, 0.0497, 0.02245, 0.03577, 0.02199, 0.03375]","[1.226, 0.85, 0.822, 1.15, 1.238, 0.676]","['B_5101', 'C_0501', 'C_0602', 'C_0701', 'DPB1_0101', 'DPB1_0501']",1
Graves' disease,8,0,"[0.008931, 0.0169, 0.03402, 0.01183, 0.007824, 0.03932, 0.02813, 0.0119, 0.006584, 0.02301, 4.501e-06, 4.067e-06, 0.004039, 0.02932, 1.334e-06, 0.00657, 0.03931]","[1.442, 1.53, 0.674, 0.487, 0.594, 1.317, 1.472, 2.127, 0.63, 1.671, 1.804, 1.846, 0.555, 1.672, 1.9, 0.63, 1.688]","['B_0801', 'B_3501', 'B_4402', 'B_4403', 'C_0501', 'C_0701', 'DPB1_0101', 'DPB1_1701', 'DQA1_0201', 'DQA1_0401', 'DQA1_0501', 'DQB1_0201', 'DQB1_0202', 'DQB1_0402', 'DRB1_0301', 'DRB1_0701', 'DRB1_0801']",1
Hammer toe (acquired),11,0,"[0.004334, 0.01006, 0.04783, 0.02512, 0.03329, 0.001968, 0.02541, 0.005723, 0.005691, 0.002827, 0.0003642, 0.003299, 0.009248]","[0.59, 1.567, 1.374, 0.703, 1.816, 2.091, 1.483, 1.443, 0.676, 0.583, 1.671, 0.588, 1.643]","['B_0801', 'B_4001', 'C_0304', 'C_0701', 'C_0704', 'DPB1_0501', 'DQA1_0103', 'DQA1_0301', 'DQA1_0501', 'DQB1_0201', 'DQB1_0302', 'DRB1_0301', 'DRB1_0404']",1
Hearing loss,7,4,"[0.03418, 0.01344]","[1.127, 0.792]","['A_2402', 'A_6801']",1
Heart failure NOS,8,5,"[0.02956, 0.008288, 0.0222, 0.0257, 0.007149, 0.01896, 0.02195, 0.04404]","[1.186, 1.731, 0.745, 1.233, 0.641, 1.193, 1.219, 1.192]","['A_0101', 'B_1401', 'C_0303', 'C_0304', 'C_1601', 'DQA1_0301', 'DQB1_0302', 'DRB1_0401']",1
Heart failure with preserved EF [Diastolic heart failure],8,6,"[0.009212, 0.003107, 0.002527, 0.02057, 0.009426]","[0.57, 1.422, 1.51, 1.403, 1.495]","['A_2601', 'B_2705', 'DQA1_0401', 'DQB1_0402', 'DRB1_0801']",1
Heart failure with reduced EF [Systolic or combined heart failure],7,2,"[0.03741, 0.001325, 0.01861, 0.04986, 0.03586, 0.008388, 0.01886, 0.04228]","[0.696, 1.402, 0.535, 1.262, 0.755, 0.816, 1.28, 0.858]","['A_2601', 'B_2705', 'B_3801', 'C_0102', 'C_1601', 'DQB1_0602', 'DRB1_1302', 'DRB1_1501']",1
Heartburn,8,2,"[0.03151, 0.04623, 0.0356, 0.003071, 0.01927, 0.04848, 0.02719, 0.0301, 0.04941]","[0.513, 1.713, 0.575, 0.312, 1.63, 0.642, 0.516, 0.522, 1.573]","['B_0801', 'B_4001', 'C_0701', 'DPB1_0301', 'DQA1_0102', 'DQA1_0501', 'DQB1_0201', 'DRB1_0301', 'DRB1_0401']",1
Hematuria,7,5,[0.02528],[0.876],['A_0101'],1
Herpes zoster with nervous system complications,10,2,"[0.02882, 0.0255, 0.04053, 0.01113, 0.03821, 0.009866, 0.01143, 0.009729, 0.04139, 0.01188]","[1.645, 1.879, 1.632, 0.497, 0.592, 1.905, 0.482, 2.334, 1.629, 2.16]","['DQA1_0102', 'DQA1_0103', 'DQA1_0201', 'DQA1_0301', 'DQA1_0501', 'DQB1_0202', 'DQB1_0301', 'DQB1_0604', 'DRB1_0701', 'DRB1_1302']",1
Hidradenitis,8,5,"[0.03907, 0.0258, 0.005255, 0.01463]","[1.908, 1.979, 2.391, 2.167]","['B_0702', 'DQA1_0301', 'DQB1_0302', 'DRB1_0401']",1
Hx of malignant neoplasm of oral cavity and pharynx,12,3,"[0.005512, 0.04016, 0.02934, 0.006541, 0.001944, 0.01388, 0.006208, 0.007872, 0.02127, 0.000228, 0.01133, 0.0001489, 0.03307, 0.0007357, 0.005281, 0.04901, 0.01621, 0.0002519, 0.0376]","[1.347, 1.27, 1.58, 0.353, 0.547, 1.511, 1.4, 0.471, 1.293, 2.001, 0.752, 1.52, 1.275, 1.503, 0.696, 1.253, 1.869, 1.499, 0.771]","['A_0101', 'B_0801', 'B_1302', 'B_1402', 'B_1501', 'B_5701', 'C_0602', 'C_0802', 'DPA1_0201', 'DPB1_1101', 'DQA1_0102', 'DQA1_0201', 'DQB1_0201', 'DQB1_0202', 'DQB1_0602', 'DRB1_0301', 'DRB1_0407', 'DRB1_0701', 'DRB1_1501']",1
Hypercholesterolemia,6,1,"[0.002194, 0.006552, 0.001819, 0.0009648, 0.01122, 0.02383, 0.009849, 0.00914, 0.00857, 0.004849]","[0.869, 1.174, 1.175, 0.862, 0.819, 0.797, 0.889, 1.223, 1.199, 0.88]","['B_0702', 'B_4001', 'C_0304', 'C_0702', 'C_1601', 'DPB1_1101', 'DQB1_0602', 'DQB1_0604', 'DRB1_1302', 'DRB1_1501']",1
Hyperglyceridemia,6,5,"[0.04207, 0.01044, 0.02263, 0.00488, 0.04762]","[1.494, 1.465, 0.703, 0.628, 0.539]","['DPB1_0101', 'DQA1_0101', 'DQA1_0301', 'DQB1_0301', 'DRB1_1101']",1
Hyperlipidemia,6,1,"[0.002197, 0.01806, 0.001065, 0.001945, 0.02213, 0.03867, 0.03818, 0.02433, 0.04556, 0.0008348, 0.007068, 0.02756, 0.005377, 0.0001692]","[0.903, 1.111, 1.136, 0.903, 0.879, 0.862, 1.178, 1.107, 1.142, 0.893, 1.17, 1.109, 1.156, 0.882]","['B_0702', 'B_4001', 'C_0304', 'C_0702', 'C_1601', 'DPB1_1101', 'DPB1_1301', 'DQA1_0103', 'DQB1_0503', 'DQB1_0602', 'DQB1_0604', 'DRB1_1301', 'DRB1_1302', 'DRB1_1501']",1
Hypermetropia,9,5,"[0.003086, 0.00754, 0.01211, 0.02477, 0.03002, 0.01109, 0.02115, 0.02179, 0.02577]","[2.028, 2.123, 2.116, 1.915, 0.605, 1.664, 1.649, 0.525, 0.543]","['B_1501', 'B_2705', 'C_0102', 'C_0202', 'DQA1_0102', 'DQA1_0301', 'DQB1_0302', 'DQB1_0602', 'DRB1_1501']",1
Hyperpotassemia,9,3,"[0.0263, 0.01093, 0.02044, 0.00628, 0.04978, 0.03057, 0.02999, 0.03861]","[0.846, 0.52, 0.777, 1.226, 0.701, 1.167, 1.333, 1.16]","['B_0702', 'B_3503', 'C_0303', 'DPB1_0301', 'DPB1_0601', 'DQB1_0201', 'DQB1_0402', 'DRB1_0301']",1
Hypersensitivity angiitis,6,4,"[0.03527, 0.02388, 0.0251, 0.003445]","[2.042, 0.306, 0.309, 2.871]","['A_2402', 'DQB1_0201', 'DRB1_0301', 'DRB1_0404']",1
Hypertensive heart disease,7,2,"[0.02486, 0.04981, 0.03101, 0.00293, 0.01912]","[1.709, 1.299, 0.845, 1.508, 1.348]","['B_4002', 'C_0202', 'DQA1_0301', 'DQB1_0604', 'DRB1_1302']",1
Hypertrophy of breast (Gynecomastia),6,6,[0.009567],[2.384],['DPB1_1101'],1
Hyperventilation,6,6,"[0.02771, 0.01779, 0.04262, 0.01436, 0.0387, 0.0242, 0.01812, 0.01364, 0.004171, 0.02714, 0.001804]","[1.408, 1.718, 0.766, 0.721, 1.273, 1.281, 1.566, 1.324, 0.689, 0.758, 2.082]","['A_2902', 'B_3701', 'B_4402', 'C_0501', 'C_0602', 'DPB1_0301', 'DPB1_1101', 'DQB1_0202', 'DQB1_0302', 'DRB1_0401', 'DRB1_0407']",1
Hypoglycemia,10,5,"[0.005495, 0.01858, 0.01395, 0.003301, 0.001341, 0.0004308, 0.01802, 0.008619, 0.00258, 0.01891, 0.02774, 0.04138, 0.01123, 0.005834]","[2.076, 1.535, 1.411, 1.531, 0.6, 1.681, 0.662, 1.775, 1.548, 1.592, 0.531, 0.304, 1.665, 0.616]","['A_2301', 'B_4001', 'C_0701', 'DQB1_0201', 'DQB1_0301', 'DQB1_0302', 'DQB1_0602', 'DQB1_0604', 'DRB1_0301', 'DRB1_0404', 'DRB1_1101', 'DRB1_1104', 'DRB1_1302', 'DRB1_1501']",1
Hypopotassemia,9,3,"[0.008835, 0.02306, 0.00126, 0.03457, 0.01771, 0.009255, 0.01588, 0.01135]","[0.876, 1.18, 1.284, 1.11, 0.89, 1.118, 0.888, 1.362]","['B_0801', 'B_2705', 'C_0102', 'DPB1_0301', 'DQB1_0201', 'DQB1_0301', 'DRB1_0301', 'DRB1_0407']",1
Hypothyroidism,9,1,"[0.01134, 6.637e-05, 0.003429, 0.03083, 0.01991, 0.00559, 0.009261, 0.007851, 0.008477, 0.04539, 0.02294, 0.03411, 0.03694, 0.001536, 5.879e-06, 0.03932, 5.74e-08, 1.707e-05, 0.003197, 0.006219, 0.005294, 0.002418, 0.001173, 2.23e-05, 0.0001522, 0.004849]","[1.115, 0.797, 1.21, 0.858, 1.27, 0.849, 0.877, 1.128, 1.11, 0.867, 0.915, 0.915, 0.819, 0.875, 0.839, 1.081, 1.221, 1.196, 1.119, 0.885, 0.887, 0.789, 0.855, 1.193, 0.766, 0.887]","['B_0801', 'B_1501', 'B_1801', 'B_2705', 'B_3503', 'C_0303', 'C_0304', 'C_0501', 'C_0701', 'C_1601', 'DPA1_0103', 'DPA1_0201', 'DPB1_0501', 'DQA1_0101', 'DQA1_0102', 'DQA1_0301', 'DQA1_0501', 'DQB1_0201', 'DQB1_0301', 'DQB1_0501', 'DQB1_0602', 'DQB1_0604', 'DRB1_0101', 'DRB1_0301', 'DRB1_1302', 'DRB1_1501']",1
